303668574,-1.04259775,38.20788917,222,Entidad singular
303668579,-1.07511471,38.28141861,429,Entidad singular
303668584,-1.09956644,38.29506414,551,Entidad singular
303668589,-1.11074684,38.21001609,227,Entidad singular
303668594,-1.05787124,38.27212297,385,Entidad singular
303668599,-1.07752947,38.24361104,280,Entidad singular
303668604,-0.98334246,38.30105199,448,Entidad singular
303668609,-1.05473813,38.31667647,514,Entidad singular
303668614,-0.99121684,38.20206437,181,Entidad singular
304000919,-0.99520714,38.26676077,367,Entidad singular
303668619,-1.05885828,38.21356625,199,Entidad singular
303900119,-1.0413561,38.20606619,209,Otras entidades
303668624,-1.01809758,38.26352745,391,Entidad singular
303668629,-1.02527668,38.16970624,122,Entidad singular
303668634,-1.04437542,38.23405149,230,Entidad singular
303668639,-1.06030023,38.23667697,233,Entidad singular
303668644,-1.03526282,38.24280224,254,Entidad singular
303900124,-1.00658313,38.23779458,328,Entidad singular
303900129,-1.12162384,38.31852458,657,Entidad singular
303668649,-1.05624943,38.22576033,207,Entidad singular
303668654,-1.05058629,38.15071936,126,Entidad singular
303668659,-1.08445751,38.34170345,585,Entidad singular
304000924,-1.00560809,38.18481897,131,Entidad singular
303668664,-1.40118044,38.20259944,173,Entidad singular
303668669,-1.37122798,38.20912662,270,Entidad singular
303668674,-1.35923617,38.21418637,240,Otras entidades
304000929,-1.25116664,38.300668,439,Entidad singular
303668679,-1.29736306,38.29932938,356,Entidad singular
303668684,-1.4014932,38.19143812,210,Entidad singular
303668689,-1.33696859,38.23901544,249,Entidad singular
303668694,-1.3305936,38.24298014,254,Otras entidades
304000934,-1.44505422,38.17215223,364,Entidad singular
303668699,-1.32961689,38.27064987,316,Entidad singular
303668704,-1.40865443,38.20026783,198,Entidad singular
303668709,-1.5811258,37.40429728,2,Entidad singular
303668714,-1.52658077,37.52912599,359,Entidad singular
304000939,-1.5363258,37.55568182,504,Entidad singular
304000944,-1.57402665,37.54072227,631,Entidad singular
303900154,-1.54737809,37.46625731,292,Entidad singular
303900159,-1.63104637,37.46044264,200,Entidad singular
304000949,-1.57865003,37.43305523,80,Entidad singular
304000954,-1.61170554,37.436341399999996,109,Entidad singular
303900164,-1.59459696,37.45725668,227,Entidad singular
303668719,-1.53765049,37.42579522,58,Entidad singular
303668724,-1.54314557,37.42449311,67,Otras entidades
303668729,-1.54440697,37.42705033,63,Otras entidades
303900169,-1.58417428,37.4397912,109,Entidad singular
303668734,-1.54897871,37.42440264,69,Otras entidades
303900174,-1.57050365,37.42222244,39,Otras entidades
303668739,-1.67376742,37.46147073,299,Entidad singular
303668744,-1.61918564,37.38603677,6,Entidad singular
303668749,-1.67252078,37.40535906,100,Entidad singular
304000959,-1.64452348,37.45170215,189,Entidad singular
304000964,-1.62483516,37.41929796,92,Entidad singular
304000969,-1.61772816,37.39773681,18,Entidad singular
304052569,-1.60034268,37.39708157,4,Otras entidades
303668754,-1.67497745,37.45697777,280,Entidad singular
303668759,-1.66591647,37.44515879,225,Entidad singular
303668764,-1.5044104999999999,37.43275182,2,Entidad singular
303900189,-1.63084722,37.53326523,563,Entidad singular
303668769,-1.48673794,37.43590667,8,Entidad singular
303668774,-1.53843132,37.50178403,351,Entidad singular
303668779,-1.49907515,37.49157454,147,Entidad singular
304000974,-1.54624298,37.47231807,227,Entidad singular
304000979,-1.5878618999999998,37.496716299999996,470,Entidad singular
