X,Y,OBJECTNUMB,NAMEOBJECT,NAME
24.9367117445186,53.6839525289855,26959,"Ïàðê ""Áîëüøîå Ìîæåéêîâî""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.2925788128368,54.1915068811856,27430,Ñèíÿÿ ãîðà,Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
28.6849454883591,51.5414980940212,26438,Íàñàæäåíèå ñîñíû,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
30.8864290483473,53.7847233589362,26860,Çàêàçíèê,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
26.5210636859836,54.5750411075342,26534,Ìàðòèøêè (Áåðåçû),Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
29.522218812479,54.9819587504245,26301,"Ïàðê ""Ñîëîìèíêà""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
29.1538678072243,55.0569650423114,26300,Ïàðê ä. Äâîð Íèçãîëîâî,Ïàìÿòíèê ïðèðîäû îáëàñòíîãî çíà÷åíèÿ
25.7909889902357,52.2844625272514,26927,"Ïàðê ""Ïîðå÷üå""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.7196268186014,51.8241240155769,26267,"Ïàðê ""Íèæíå-Òåðåáåæîâñêèé""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
27.438314709635,53.7932410423373,27445,Àëüáà,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
27.6389548169503,53.3563225362396,26657,Âåòåðåâè÷ñêèé,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
29.33856440527,51.9330850749514,26449,Íàñàæäåíèå ñîñíû,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
24.2091989370057,53.5343821468701,27020,"Êîòëîâèíû ""Ãóìíèùå"" è ""Ïîäáåðåçüå""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.9244348840737,54.8822264950652,26769,"Ïàðê ""Ñòàðûé Ìÿäåëü""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
26.9185820809897,54.8711549493501,26770,Ïàðê Ïîáåäû â ãîðîäå Ìÿäåëü,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
26.6199286947716,54.9760068103058,26969,"Ãðÿäà ""Òþêøèíñêàÿ""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
27.2839707333464,55.7735705399478,27595,Íèêóëüñêèé ðîäíèê,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
27.0057252970153,55.7139254541176,27598,Ðîäíèê Îêìåíèöà,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
28.5617994627646,52.7786406843504,26875,Äóáðàâà,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
23.421391551357,52.3453106034924,26229,Äîëáíåâî,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
24.9345075935615,52.9045859776899,26146,Ðóæàíñêàÿ ïóùà,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
29.0379210294723,55.1626256740658,26171,Êðèâîå,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
30.2593100459888,54.966894589004,26155,×èñòèê,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
25.4475359863631,53.8057390121133,26194,Äîêóäîâñêèé,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
29.3006815517977,52.0147677185488,26182,Ìîçûðñêèå îâðàãè,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
25.8240646553177,51.9974726664618,27632,Ïåðåõðåñòåíñêèå áåðåñòû,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
25.7724635202608,52.0915452973223,27634,Ó÷àñòîê ïðîèçðàñòàíèÿ ïèõòû áåëîé â ïàðêå ä. Äóáîå,Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.1349394045242,53.3781790428031,27630,"Äóáû-áëèçíåöû ""Òóãàíîâè÷ñêèå""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
28.0169565602611,53.7524265673793,27660,"Ñîñíû ÷¸ðíûå ""Ñìèëîâè÷ñêèå""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
23.8380166771165,53.2989011916377,27673,"Ñòàðèííàÿ ïàðêîâàÿ óñàäüáà ""Ëèøêè""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
25.5984725948184,53.6583359546654,27681,Èçâåíñêèé,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
28.1870961380114,54.5639366816248,27685,Ïàðê â ä.Ìñòèæ,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
27.150224261776,53.0590646653293,27697,"Ïèõòà êàëèôîðíèéñêàÿ ""×èæåâè÷ñêàÿ""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.7293160248436,54.5391914336547,27703,Ðîäíèê Ñòðåæ,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
30.4004079899137,54.8396994130428,27711,Ðóäåöêîå,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
26.9088284379395,54.8490320543884,27717,"""Áîëüøîé êàìåíü êî÷åðãèíñêèé""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
28.5230341213924,55.9882161260622,26151,Êðàñíûé Áîð,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
24.8902990701973,52.8611770178922,27743,Øêîëüíûé äåíäðàðèé,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
27.898839330318,55.8734687686417,27754,Âåëèêèé êàìåíü Ñàðüÿíñêèé,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
27.9514738124021,55.7055560164429,27755,Âåëèêèé êàìåíü Õàðàáðîâñêèé,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
25.6669770443499,52.4842632649172,26225,Áîëüøîé ßìèíåö,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
29.8070980423735,54.3716111263769,26293,Ñêðèïóò¸âî,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
23.3210604667248,52.2286838336229,27762,Ðîäíèê îêîëî ä.Ñòàâû,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
23.4869898100197,52.3296240248033,26227,Âîðîõîâî,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
31.6354771486852,53.9527455898526,26844,Øèðèíà è Ïîäðå÷üå,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
26.784547397431,55.6518327745455,27802,"Âàëóí ""Áîëüøîé êàìåíü"" ìåæàíñêèé",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
30.1145598052376,54.2660530533424,27811,Îòäåëüíî ñòîÿùèå äóáû,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
