OBJECTNUMBER,SOATO,NAMEOBJECT,NAME,NAMEREGION,NAMEDISTR
27676,9000004216,"Липы мелколистные ""Миколаевщинские""",Памятник природы республиканского значения,Минская,Столбцовский
27677,9000004217,Усадьба Ф.Э.Дзержинского с прилегающим участком леса,Памятник природы республиканского значения,Минская,Столбцовский
27678,4226904001,Дуб,Памятник природы районного значения,Гродненская,Зельвенский
27679,4226904002,Сосна,Памятник природы районного значения,Гродненская,Зельвенский
27680,4226904003,Дуб-тройник,Памятник природы районного значения,Гродненская,Зельвенский
27681,4243903002,Извенский,Заказник районного значения,Гродненская,Новогрудский
27682,4256903005,Ордашинский,Заказник районного значения,Гродненская,Сморгонский
27684,6208904023,Парк в д.Скуплино,Памятник природы районного значения,Минская,Борисовский
27685,6208904024,Парк в д.Мстиж,Памятник природы районного значения,Минская,Борисовский
27686,6208904025,Парк в д.Воровского,Памятник природы районного значения,Минская,Борисовский
27687,6208904026,Парк Героев,Памятник природы районного значения,Минская,Борисовский
27688,6208904027,"Парк ""Кричинский сад""",Памятник природы районного значения,Минская,Борисовский
27690,6248903005,Студенка,Заказник районного значения,Минская,Смолевичский
27691,2236904002,Адровские овраги,Памятник природы районного значения,Витебская,Оршанский
27692,2236904003,Каролиновские холмы,Памятник природы районного значения,Витебская,Оршанский
27693,9000004218,"Дуб черешчатый ""Любушанский-1""",Памятник природы республиканского значения,Минская,Березинский
27694,9000004219,"Дуб черешчатый ""Любушанский-2""",Памятник природы республиканского значения,Минская,Березинский
27695,6228904007,Аллея лиственницы европейской,Памятник природы районного значения,Минская,Копыльский
27696,6228904008,"Дерево ""Чёрная берёза""",Памятник природы районного значения,Минская,Копыльский
27697,9000004220,"Пихта калифорнийская ""Чижевичская""",Памятник природы республиканского значения,Минская,Копыльский
27698,9000004221,"Каштан восьмитычинковый ""Бобовнянский""",Памятник природы республиканского значения,Минская,Копыльский
27699,9000004222,"Клёны ложноплатановые ""Бобовнянские""",Памятник природы республиканского значения,Минская,Копыльский
27700,6213904005,"Парк ""Луковец""",Памятник природы районного значения,Минская,Вилейский
27701,6213904006,"Парк ""Остюковичи""",Памятник природы районного значения,Минская,Вилейский
27702,6213904007,Реутка,Памятник природы районного значения,Минская,Вилейский
27703,6213904008,Родник Стреж,Памятник природы районного значения,Минская,Вилейский
27704,6213904009,Родник Святая вода,Памятник природы районного значения,Минская,Вилейский
27705,2244903001,Глубокский мох,Заказник районного значения,Витебская,Сенненский
27706,2244903002,Гуринское,Заказник районного значения,Витебская,Сенненский
27707,2244903003,Замошанский мох,Заказник районного значения,Витебская,Сенненский
27708,2244903004,Капланский мох,Заказник районного значения,Витебская,Сенненский
27709,2244903005,Кичинский,Заказник районного значения,Витебская,Сенненский
27710,2244903006,Леваново,Заказник районного значения,Витебская,Сенненский
27711,2244903007,Рудецкое,Заказник районного значения,Витебская,Сенненский
27713,6240904008,"""Большой камень жосненский""",Памятник природы районного значения,Минская,Мядельский
27714,6240904009,"""Большой камень моргиновский""",Памятник природы районного значения,Минская,Мядельский
27715,6240904010,"""Камень Брилевский""",Памятник природы районного значения,Минская,Мядельский
27716,6240904011,"""Камень Дягилевский""",Памятник природы районного значения,Минская,Мядельский
27717,6240904012,"""Большой камень кочергинский""",Памятник природы районного значения,Минская,Мядельский
27718,3210903002,Мнемозина,Заказник районного значения,Гомельская,Гомельский
27719,3210904001,Дубрава,Памятник природы районного значения,Гомельская,Гомельский
27720,3210904002,Дубрава,Памятник природы районного значения,Гомельская,Гомельский
27721,3228904009,Липа,Памятник природы районного значения,Гомельская,Лельчицкий
27722,7220903002,Воркучее,Заказник районного значения,Могилевская,Горецкий
27723,7220903003,Горелое,Заказник районного значения,Могилевская,Горецкий
27724,7220903004,Чистое,Заказник районного значения,Могилевская,Горецкий
27725,6208904028,"Парк-аллея ""Буденичи""",Памятник природы районного значения,Минская,Борисовский
27726,9000004223,"Валун ""Юшковичский""",Памятник природы республиканского значения,Минская,Мядельский
27727,9000004224,"Валун ""Большой камень"" юшковичский",Памятник природы республиканского значения,Минская,Мядельский
27728,9000004225,"Валун ""Большой камень"" бояровский",Памятник природы республиканского значения,Минская,Мядельский
27729,9000004226,"Валун ""Большой камень"" венцевичский",Памятник природы республиканского значения,Минская,Мядельский
27730,9000004227,"Валун ""Большой камень"" красницкий",Памятник природы республиканского значения,Минская,Мядельский
27731,9000004228,"Валун ""Большой камень"" гулийский",Памятник природы республиканского значения,Минская,Мядельский
27732,9000004229,"Валун ""Большой камень"" высочкинский",Памятник природы республиканского значения,Минская,Мядельский
27733,9000004230,"Валун ""Большой камень"" лещинский",Памятник природы республиканского значения,Минская,Мядельский
27734,9000004231,"Валун ""Большой камень"" мацкийский",Памятник природы республиканского значения,Минская,Мядельский
27735,9000004232,"Валун ""Большой камень"" проньковский",Памятник природы республиканского значения,Минская,Мядельский
27736,9000004233,"Валун ""Ольшевский""",Памятник природы республиканского значения,Минская,Мядельский
27737,9000004234,"Валун ""Седловой камень"" занарочанский",Памятник природы республиканского значения,Минская,Мядельский
27738,9000004235,"Валун ""Чертов камень"" шкленниковский",Памятник природы республиканского значения,Минская,Мядельский
27739,6220904005,Родник Воложинский,Памятник природы районного значения,Минская,Воложинский
27740,6220904006,Родник Раковский,Памятник природы районного значения,Минская,Воложинский
27741,6220904007,Парк Новый Двор,Памятник природы районного значения,Минская,Воложинский
27742,6220904008,Дуб Великан,Памятник природы районного значения,Минская,Воложинский
27743,1256904001,Школьный дендрарий,Памятник природы районного значения,Брестская,Пружанский
27744,1243903003,Ель,Заказник районного значения,Брестская,Кобринский
27745,9000004236,"Насаждение карельской берёзы ""Калининское""",Памятник природы республиканского значения,Брестская,Ивацевичский
27746,1234904003,Турнянские чёрные берёзы,Памятник природы районного значения,Брестская,Ивацевичский
27747,2246903003,Медвежий лук,Заказник районного значения,Витебская,Толочинский
27748,2258904001,Воронуха,Памятник природы районного значения,Витебская,Шумилинский
27749,2258904002,"Родник ""Пятенка""",Памятник природы районного значения,Витебская,Шумилинский
27751,2210904004,Родник в урочище Петровщина,Памятник природы районного значения,Витебская,Верхнедвинский
27752,2210904005,Великий камень Дернавичский,Памятник природы районного значения,Витебская,Верхнедвинский
27753,2210904006,Великий камень Перекский,Памятник природы районного значения,Витебская,Верхнедвинский
27754,2210904007,Великий камень Сарьянский,Памятник природы районного значения,Витебская,Верхнедвинский
27755,2210904008,Великий камень Харабровский,Памятник природы районного значения,Витебская,Верхнедвинский
27756,2210904009,Родник в д.Кохановичи,Памятник природы районного значения,Витебская,Верхнедвинский
27757,1240904002,Верховичский плющевник,Памятник природы районного значения,Брестская,Каменецкий
27758,1240904003,Старинный парк в д.Гремяча,Памятник природы районного значения,Брестская,Каменецкий
27759,1240904004,Родник в д.Тумин,Памятник природы районного значения,Брестская,Каменецкий
27760,1240904005,Родник в д.Белево,Памятник природы районного значения,Брестская,Каменецкий
27762,1240904007,Родник около д.Ставы,Памятник природы районного значения,Брестская,Каменецкий
27764,9000004237,"Обнажение ""Мурова""",Памятник природы республиканского значения,Минская,Березинский
27765,7246904001,"Криница ""Белково""",Памятник природы районного значения,Могилевская,Мстиславский
27766,7246904002,"Криница ""Кагальный колодец""",Памятник природы районного значения,Могилевская,Мстиславский
27767,3900004012,"Участок леса (произрастание сосны, дуба, берёзы)",Памятник природы областного значения,Гомельская,Добрушский
27768,6252903002,Солон-Солянка,Заказник районного значения,Минская,Стародорожский
27769,9000004238,Межледниковое отложение,Памятник природы республиканского значения,Могилевская,Чериковский
27770,2242904004,Большой Камень Россонский,Памятник природы районного значения,Витебская,Россонский
27771,2242904005,Большой Камень Глазковский,Памятник природы районного значения,Витебская,Россонский
27772,2242904006,Большой Камень Фоминский,Памятник природы районного значения,Витебская,Россонский
27773,2242904007,Локтянский Большой Камень,Памятник природы районного значения,Витебская,Россонский
27774,2242904008,Межновский Большой Камень,Памятник природы районного значения,Витебская,Россонский
27775,2242904009,Грушин Камень Заозерский,Памятник природы районного значения,Витебская,Россонский
27776,2242904010,Валун Лапещинский,Памятник природы районного значения,Витебская,Россонский
27777,2242904011,Кедровский Камень Крестовский,Памятник природы районного значения,Витебская,Россонский
27778,2242904012,Лидин Камень Гречушинский,Памятник природы районного значения,Витебская,Россонский
27779,2242904013,Валун Высоцковский,Памятник природы районного значения,Витебская,Россонский
27780,2242904014,Валун Заозёрский,Памятник природы районного значения,Витебская,Россонский
27781,2242904015,Пилиповский Большой Камень,Памятник природы районного значения,Витебская,Россонский
27782,2242904016,Избищенский Большой Камень,Памятник природы районного значения,Витебская,Россонский
27783,2242904017,Валун Гречушинский,Памятник природы районного значения,Витебская,Россонский
27784,2242904018,Цыбульский Камень Заозерский,Памятник природы районного значения,Витебская,Россонский
27785,2242904019,Сырный Камень Россонский ,Памятник природы районного значения,Витебская,Россонский
27786,2242904020,Сатанинский Камень Россонский,Памятник природы районного значения,Витебская,Россонский
27787,7248904002,"Вековой дуб ""Брицаловичский""",Памятник природы районного значения,Могилевская,Осиповичский
27788,7248904003,"Вековой дуб ""Октябрьский""",Памятник природы районного значения,Могилевская,Осиповичский
27789,9000004239,"Валун ""Коровий камень"" чернишковский",Памятник природы республиканского значения,Витебская,Браславский
27790,9000004240,"Валун ""Большой камень"" струстовский",Памятник природы республиканского значения,Витебская,Браславский
27791,9000004241,"Валун ""Мартин камень"" лайбунский",Памятник природы республиканского значения,Витебская,Браславский
27792,9000004242,"Валун ""Стародворский""",Памятник природы республиканского значения,Витебская,Браславский
27793,9000004243,"Валун ""Камень в придатках"" сиповичский",Памятник природы республиканского значения,Витебская,Браславский
27794,9000004244,"Валун ""Чертов камень"" богдановский",Памятник природы республиканского значения,Витебская,Браславский
27795,9000004245,"Валун ""Чудодейственный камень"" сташелишский",Памятник природы республиканского значения,Витебская,Браславский
27796,9000004246,"Валун ""Большой камень"" дудальский",Памятник природы республиканского значения,Витебская,Браславский
27797,9000004247,"Валун ""Большой камень"" браславский",Памятник природы республиканского значения,Витебская,Браславский
27798,9000004251,"Валун ""Большой камень"" анисимовичский",Памятник природы республиканского значения,Витебская,Браславский
27799,9000004249,"Валун ""Большой камень"" пашевичский",Памятник природы республиканского значения,Витебская,Браславский
27800,9000004250,"Валун ""Чертов камень"" ричевский",Памятник природы республиканского значения,Витебская,Браславский
27801,9000004252,"Валун ""Пастуший камень"" воропанщинский ",Памятник природы республиканского значения,Витебская,Браславский
27802,9000004253,"Валун ""Большой камень"" межанский",Памятник природы республиканского значения,Витебская,Браславский
27803,9000004254,"Валун ""Большой камень"" иказненский",Памятник природы республиканского значения,Витебская,Браславский
27804,9000004255,"Валун ""Большой камень"" огонский",Памятник природы республиканского значения,Витебская,Браславский
27805,9000004256,"Валун ""Большой камень"" бутевский",Памятник природы республиканского значения,Витебская,Браславский
27806,9000004257,"Валун ""Большой камень"" леошенский",Памятник природы республиканского значения,Витебская,Браславский
27807,9000004258,"Валуны ""Красногорские""",Памятник природы республиканского значения,Витебская,Браславский
27808,9000004259,"Валун ""Чертов след"" якубянский",Памятник природы республиканского значения,Витебская,Браславский
27809,9000004260,"Валуны ""Камни Волосо""",Памятник природы республиканского значения,Витебская,Браславский
27810,9000004261,"Дуб черешчатый ""Данилевичский""",Памятник природы республиканского значения,Гомельская,Лельчицкий
27811,7258904003,Отдельно стоящие дубы,Памятник природы районного значения,Могилевская,Шкловский
27812,7258904004,Родник Серебрянка,Памятник природы районного значения,Могилевская,Шкловский
27813,7256904001,"Криница ""Езерская""",Памятник природы районного значения,Могилевская,Чериковский
27814,7256904002,"Криница ""Брезгун""",Памятник природы районного значения,Могилевская,Чериковский
27815,7256904003,"Криница ""Горки""",Памятник природы районного значения,Могилевская,Чериковский
27816,7256904004,Дуб-великан,Памятник природы районного значения,Могилевская,Чериковский
27817,9000004262,"Валун ""Князь-камень""",Памятник природы республиканского значения,Минская,Борисовский
27818,9000004263,"Валуны ""Быки""",Памятник природы республиканского значения,Минская,Борисовский
27819,3250903005,Великий Мох,Заказник районного значения,Гомельская,Светлогорский
27820,6242903001,Малевский,Заказник районного значения,Минская,Несвижский
27821,3214904004,Сосна обыкновенная,Памятник природы районного значения,Гомельская,Ельский
27822,3245904002,Участки широколиственно-сосновых лесов,Памятник природы районного значения,Гомельская,Речицкий
27823,9000004264,"Дуб черешчатый ""Буда-Кошелевский-1""",Памятник природы республиканского значения,Гомельская,Буда-Кошелевский
27824,9000004265,"Дуб черешчатый ""Буда-Кошелевский-2""",Памятник природы республиканского значения,Гомельская,Буда-Кошелевский
27825,9000004266,"Валун ""Большой камень"" питемский",Памятник природы республиканского значения,Брестская,Малоритский
27826,9000004267,"Валун ""Чертов камень"" хмелевский",Памятник природы республиканского значения,Брестская,Малоритский
27827,1204904006,Родник около д.Тартаки,Памятник природы районного значения,Брестская,Барановичский
27828,1204904007,Родник около д.Ясенец,Памятник природы районного значения,Брестская,Барановичский
27829,1250903004,Лагоня,Заказник районного значения,Брестская,Ляховичский
27830,9000004268,Камень иванский с надписью,Памятник природы республиканского значения,Витебская,Шарковщинский
27831,9000004269,Кушлевская долина прорыва,Памятник природы республиканского значения,Брестская,Шарковщинский
27832,9000004270,Большой камень лопуновский,Памятник природы республиканского значения,Брестская,Шарковщинский
27833,9000004271,Большой камень пашковский,Памятник природы республиканского значения,Брестская,Шарковщинский
27834,9000004272,Большой камень дубовский,Памятник природы республиканского значения,Брестская,Шарковщинский
27835,9000004273,Бешенный камень грыдюшкинский,Памятник природы республиканского значения,Брестская,Шарковщинский
27836,2255904007,Большой камень жуки-ложновский,Памятник природы районного значения,Брестская,Шарковщинский
27837,2255904008,Валун дубовковский,Памятник природы районного значения,Брестская,Шарковщинский
27838,2255903001,"Торфяной заказник ""Лесное""",Заказник районного значения,Витебская,Шарковщинский
27839,6230904001,"Родник ""Бобр""",Памятник природы районного значения,Минская,Крупский
27840,6230904002,"Родник в урочище ""Высокие горы""",Памятник природы районного значения,Минская,Крупский
27841,6230904003,"Родник ""Бездонная яма""",Памятник природы районного значения,Минская,Крупский
27842,6230904004,Родник в д. Старый Сокол,Памятник природы районного значения,Минская,Крупский
27843,6230904005,"Родник ""Лесной""",Памятник природы районного значения,Минская,Крупский
27844,2233904004,"Городской парк ""Полуостров""",Памятник природы районного значения,Витебская,Миорский
27845,9000004274,Кублищанский Великий Камень,Памятник природы республиканского значения,Витебская,Миорский
27846,9000004275,Новопогостский Великий Камень,Памятник природы республиканского значения,Витебская,Миорский
27847,2233904005,Тарелковый Камень Язненский,Памятник природы районного значения,Витебская,Миорский
27848,2233904006,Бертовщинский Великий Камень,Памятник природы районного значения,Витебская,Миорский
27849,2233904007,Березовский Великий Камень,Памятник природы районного значения,Витебская,Миорский
27850,2233904008,Луповщинский Великий Камень,Памятник природы районного значения,Витебская,Миорский
27851,2233904009,Янапольский Скарбовый Камень,Памятник природы районного значения,Витебская,Миорский
27852,2233904010,Гирьятский Великий Камень,Памятник природы районного значения,Витебская,Миорский
27853,2233904011,Симков Скарбовый Камень,Памятник природы районного значения,Витебская,Миорский
27854,2233904012,Ражневский Валун,Памятник природы районного значения,Витебская,Миорский
27855,2233904013,Перебродский Валун Следовик,Памятник природы районного значения,Витебская,Миорский
27856,2233904014,Мозолевский Великий Камень,Памятник природы районного значения,Витебская,Миорский
27858,9000004276,"Валун ""Баличский""",Памятник природы республиканского значения,Гродненская,Щучинский
27859,9000004277,"Валун ""Василишковский""",Памятник природы республиканского значения,Гродненская,Щучинский
27860,9000004278,"Валун ""Большой камень"" пугачевский",Памятник природы республиканского значения,Гродненская,Щучинский
27861,9000004279,"Валун ""Зареченский""",Памятник природы республиканского значения,Гродненская,Щучинский
27862,9000004280,"Валун ""Коптюганский""",Памятник природы республиканского значения,Гродненская,Щучинский
27863,9000004281,"Валун ""Зеневский""",Памятник природы республиканского значения,Гродненская,Щучинский
27864,9000004282,"Валун ""Мартин камень"" кузьмичский",Памятник природы республиканского значения,Гродненская,Щучинский
27865,9000004283,"Валун ""Староподдубенский""",Памятник природы республиканского значения,Гродненская,Щучинский
27866,9000004284,"Валун ""Фарноконецкий""",Памятник природы республиканского значения,Гродненская,Щучинский
27867,9000004285,"Валун ""Барташицкий""",Памятник природы республиканского значения,Гродненская,Щучинский
27868,9000004286,"Холм ""Костаневский""",Памятник природы республиканского значения,Гродненская,Щучинский
27869,9000004287,"Валуны ""Топилишкинские""",Памятник природы республиканского значения,Гродненская,Щучинский
27870,7248904004,Жорновский дендросад,Памятник природы районного значения,Могилевская,Осиповичский
27871,7248904005,Эталонное насаждение,Памятник природы районного значения,Могилевская,Осиповичский
27872,6238904004,Шведская гора,Памятник природы районного значения,Минская,Молодечненский
27873,6238904005,Слободская выдма,Памятник природы районного значения,Минская,Молодечненский
27874,9000004288,"Валун ""Большой камень"" марковщизнский",Памятник природы республиканского значения,Гродненская,Вороновский
27875,9000004289,"Валун ""Большой камень"" можейковский",Памятник природы республиканского значения,Гродненская,Вороновский
27876,9000004290,"Валун ""Большой камень"" дайновский",Памятник природы республиканского значения,Гродненская,Вороновский
27877,9000004291,"Валун ""Будревич камень"" вороновский",Памятник природы республиканского значения,Гродненская,Вороновский
27878,9000004292,"Валун ""Перунов камень"" товкинский",Памятник природы республиканского значения,Гродненская,Вороновский
27879,9000004293,"Валун ""Чеслав камень"" вороновский",Памятник природы республиканского значения,Гродненская,Вороновский
27880,9000004294,"Валун ""Кракотский""",Памятник природы республиканского значения,Гродненская,Слонимский
27881,9000004295,"Валун ""Большой камень"" смовжитский",Памятник природы республиканского значения,Гродненская,Слонимский
27882,9000004296,"Валун ""Большой камень"" кракотский",Памятник природы республиканского значения,Гродненская,Слонимский
27883,9000004297,"Валун ""Расколотый камень""",Памятник природы республиканского значения,Гродненская,Слонимский
27884,9000004298,"Валун ""Большой камень"" чижиновский",Памятник природы республиканского значения,Гродненская,Кореличский
27885,9000004299,"Валун ""Чертов камень"" осташинский",Памятник природы республиканского значения,Гродненская,Кореличский
27888,7223903006,Братство,Заказник районного значения,Могилевская,Дрибинский
27889,7223904004,Гремячая криница,Памятник природы районного значения,Могилевская,Дрибинский
27890,7223904005,Каменский бор,Памятник природы районного значения,Могилевская,Дрибинский
27891,7223904006,Лесные богатыри,Памятник природы районного значения,Могилевская,Дрибинский
27892,7235904001,Природная криница д.Студенец,Памятник природы районного значения,Могилевская,Костюковичский
27893,7235904002,Природная криница д.Тупичино,Памятник природы районного значения,Могилевская,Костюковичский
27894,2244904001,"Родник ""Капличка""",Памятник природы районного значения,Витебская,Сенненский
27895,2244904002,"Родник ""Песчанка""",Памятник природы районного значения,Витебская,Сенненский
27896,9000004300,"Валун ""Чертов камень"" (Кравец)",Памятник природы республиканского значения,Витебская,Сенненский
27897,9000004301,"Валун ""Клин""",Памятник природы республиканского значения,Витебская,Сенненский
27898,9000004302,"Валун ""Перун""",Памятник природы республиканского значения,Витебская,Сенненский
27899,9000004303,"Валун ""Чертов камень""",Памятник природы республиканского значения,Витебская,Сенненский
27900,7254904003,Дуб-великан,Памятник природы районного значения,Могилевская,Чаусский
27901,7254904004,Валун,Памятник природы районного значения,Могилевская,Чаусский
27902,9000004304,"Валун ""Запольский""",Памятник природы республиканского значения,Гродненская,Новогрудский
27903,9000004305,"Валун ""Большой камень"" плисский",Памятник природы республиканского значения,Гродненская,Новогрудский
27904,9000004306,"Валун ""Святой камень"" сенежицкий",Памятник природы республиканского значения,Гродненская,Новогрудский
27905,9000004307,"Валун ""Большой камень"" литовский",Памятник природы республиканского значения,Гродненская,Новогрудский
27906,9000004308,"Конгломерат ""Запольский - 1""",Памятник природы республиканского значения,Гродненская,Новогрудский
27907,9000004309,"Конгломерат ""Запольский - 2""",Памятник природы республиканского значения,Гродненская,Новогрудский
27908,9000004310,"Валун ""Сорочинский""",Памятник природы республиканского значения,Витебская,Ушачский
27909,9000004311,"Валун ""Глыбочанский""",Памятник природы республиканского значения,Витебская,Ушачский
27910,9000004312,"Валуны ""Березовские""",Памятник природы республиканского значения,Витебская,Ушачский
27911,9000004313,"Валун ""Кошачий камень""",Памятник природы республиканского значения,Гродненская,Сморгонский
27912,9000004314,"Валун ""Козий камень""",Памятник природы республиканского значения,Гродненская,Сморгонский
27913,9000004315,"Валун ""Каменицкий""",Памятник природы республиканского значения,Гродненская,Сморгонский
27914,9000004316,"Валун ""Большой камень"" кревский",Памятник природы республиканского значения,Гродненская,Сморгонский
27915,9000004317,"Валун ""Большой камень"" полторавщинский",Памятник природы республиканского значения,Гродненская,Сморгонский
27916,9000004318,"Валун ""Большой камень"" тупальщинский",Памятник природы республиканского значения,Гродненская,Сморгонский
27917,9000004319,"Валун ""Яросишкинский - 1""",Памятник природы республиканского значения,Гродненская,Островецкий
27918,9000004320,"Валун ""Яросишкинский - 2""",Памятник природы республиканского значения,Гродненская,Островецкий
27919,9000004321,"Валун ""Большой камень"" кутишкинский",Памятник природы республиканского значения,Гродненская,Островецкий
27920,9000004322,"Валун ""Мурованный камень""",Памятник природы республиканского значения,Гродненская,Островецкий
27921,9000004323,Камень Богушевича,Памятник природы республиканского значения,Гродненская,Сморгонский
27922,9000004324,Валун-богатырь,Памятник природы республиканского значения,Гродненская,Сморгонский
27923,9000004325,Валун,Памятник природы республиканского значения,Гродненская,Сморгонский
27924,7242904001,Криница - 2,Памятник природы районного значения,Могилевская,Круглянский
27925,7242904002,Криница,Памятник природы районного значения,Могилевская,Круглянский
27926,7242904003,"Озеро ""Хотомле""",Памятник природы районного значения,Могилевская,Крупский
27928,9000004326,Участок леса с ценными древесными породами,Памятник природы республиканского значения,Могилевская,Кировский
27929,7225903001,Любин Бор,Заказник районного значения,Могилевская,Кировский
27930,7225903002,Ткачево,Заказник районного значения,Могилевская,Кировский
27931,7225903003,Репуха,Заказник районного значения,Могилевская,Кировский
27932,7225903004,Белые речки,Заказник районного значения,Могилевская,Кировский
27934,7250904001,Лиственница вековая,Памятник природы районного значения,Могилевская,Славгородский
27935,7250903002,"Торфяное месторождение ""Выгар""",Заказник районного значения,Могилевская,Славгородский
27936,7250903003,"Торфяное месторождение ""Высокая грива""",Заказник районного значения,Могилевская,Славгородский
27937,7250903004,"Торфяное месторождение ""Дубровское""",Заказник районного значения,Могилевская,Славгородский
27938,7250903005,"Торфяное месторождение ""Журавель""",Заказник районного значения,Могилевская,Славгородский
27939,7250903006,"Торфяное месторождение ""Заброже""",Заказник районного значения,Могилевская,Славгородский
27940,7250903007,"Торфяное месторождение ""Петроченков угол""",Заказник районного значения,Могилевская,Славгородский
27941,7250903008,"Торфяное месторождение ""Свенцино""",Заказник районного значения,Могилевская,Славгородский
