OBJECTNUMBER,NAMEOBJECT,NAMEOBJECTBELRUS,NAME,NAMEREGION,NAMEDISTR,NAMESELSOVET
83585,"""Мара-Росинка""",-,Садоводческое товарищество,Минская,Минский,Петришковский
83586,"""Маяк""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70598,"""Маяк"" Белмагистральавтотранс",-,Садоводческое товарищество,Минская,Минский,Петришковский
70564,"""Межколхозстрой""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70717,"""Монтажник"" Минского района",-,Садоводческое товарищество,Минская,Минский,Петришковский
70676,"""Монтажник-82""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70615,"""Парк""",-,Садоводческое товарищество,Минская,Минский,Петришковский
83587,"""Полиграфист-2""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70811,"""Простоквашино""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70662,"""Родничок""",-,Садоводческое товарищество,Минская,Минский,Петришковский
93362,"""Родничок-Ягодка""","""Крынічка-Ягадка""",Садоводческое товарищество,Минская,Минский,Петришковский
70680,"""РосинкаТМ""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70649,"""СЕЛЕНА-89""","""СЕЛЕНА-89""",Садоводческое товарищество,Минская,Минский,Петришковский
70839,"""Свитанак""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70683,"""Солнечная поляна Анусино""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70750,"""Союз"" д.Кирши",-,Садоводческое товарищество,Минская,Минский,Петришковский
70622,"""Союз-2"" д.Кривое село",-,Садоводческое товарищество,Минская,Минский,Петришковский
70614,"""Теплотехник""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70616,"""Уют""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70635,"""Форт""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70653,"""Чайка""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70651,"""Штрих""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70673,"""Щеки-Лесное""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70655,"""Электрик-2002""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70687,"""Энциклопедист""",-,Садоводческое товарищество,Минская,Минский,Петришковский
70652,"""Ягодка"" з-д ЖБИ",-,Садоводческое товарищество,Минская,Минский,Петришковский
70669,Веснянка,-,Садоводческое товарищество,Минская,Минский,Петришковский
70672,Здоровье,-,Садоводческое товарищество,Минская,Минский,Петришковский
70678,Планета,-,Садоводческое товарищество,Минская,Минский,Петришковский
70730,Свитанок МАЗ,-,Садоводческое товарищество,Минская,Минский,Петришковский
70654,Химик,-,Садоводческое товарищество,Минская,Минский,Петришковский
72805,Чистые пруды-1,-,Садоводческое товарищество,Минская,Минский,Петришковский
72806,Чистые пруды-2,-,Садоводческое товарищество,Минская,Минский,Петришковский
72695,Янтарь-2,-,Садоводческое товарищество,Минская,Минский,Петришковский
70592,"""Журавинка-Сад""",-,Садоводческое товарищество,Минская,Минский,Шершунский
70612,"""Колос""",-,Садоводческое товарищество,Минская,Минский,Шершунский
70684,"""Холмы""",-,Садоводческое товарищество,Минская,Минский,Шершунский
70661,"""Экспресс""",-,Садоводческое товарищество,Минская,Минский,Шершунский
70833,"""Белая сирень""",-,Садоводческое товарищество,Минская,Минский,Самохваловичский
70800,"""Вышукальник""",-,Садоводческое товарищество,Минская,Минский,Сеницкий
70791,"""Икар""","""Ікар""",Садоводческое товарищество,Минская,Минский,Сеницкий
70794,"""Пограничник""",-,Садоводческое товарищество,Минская,Минский,Сеницкий
83588,"""Птичь""",-,Садоводческое товарищество,Минская,Минский,Сеницкий
83518,"""Аистово""",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70764,"""Дубенцы""",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70671,"""Лесная поляна"" д.Дубенцы",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70785,"""Малашки""",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70611,"""Маяк"" д.Дубенцы",-,Садоводческое товарищество,Минская,Минский,Хатежинский
83519,"""Полевая ромашка""",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70843,"""Птичь"" Белкоммунстрой",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70648,"""Птичь-219""",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70786,"""Птичь-Пигасово""",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70787,"""Родник-5""",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70838,"""Родной уголок-2002""",-,Садоводческое товарищество,Минская,Минский,Хатежинский
70829,"""40 лет Октября""",-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70830,"""Антоновка 1957""",-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
93238,"""Дачный альянс""","""Дачны альянс""",Садоводческое товарищество,Минская,Минский,Щомыслицкий
93322,"""На Птичи""","""На Пцічы""",Садоводческое товарищество,Минская,Минский,Щомыслицкий
72652,"""Птичь"" д.Заболотье",-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70842,"""Садовод МСХ и П""",-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70795,"""Солнечное-88""",-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70828,"""Ходаково""",-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70796,"""Ходаковская Надежда""",-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70841,"""Цветущий Сад""",-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70770,Милосердие-90,-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
72653,Птичь-2,-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70818,Радиосвязь,-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70817,Строитель,-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70807,УД БелЖд,-,Садоводческое товарищество,Минская,Минский,Щомыслицкий
70697,"""Березка-1998""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
93478,"""Водолей-2010""","""Вадалей-2010""",Садоводческое товарищество,Минская,Минский,Юзуфовский
70688,"""Здоровье-Плюс""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70694,"""Зенитчик""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70690,"""Камвольщик""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70693,"""Коммунар""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70810,"""Лесная дача""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70691,"""Лесная сказка""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70696,"""Лувр""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70695,"""Мацки""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70699,"""Солнечная поляна-85""","""Сонечная паляна-85""",Садоводческое товарищество,Минская,Минский,Юзуфовский
70692,"""Спецстроевец""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70710,"""Трактор-Колоницы""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70689,"""Фарфорист""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
70728,"""Ясная радуга""",-,Садоводческое товарищество,Минская,Минский,Юзуфовский
71159,"""БЕРЕЗИНА""",-,Садоводческое товарищество,Минская,Молодечненский,Городиловский
71158,"""Виктория-97""",-,Садоводческое товарищество,Минская,Молодечненский,Городиловский
71164,"""Журавлик-2008""",-,Садоводческое товарищество,Минская,Молодечненский,Городокский
71166,"""РОСКВИТ"" АССОЦИАЦИИ БЕЛНХП",-,Садоводческое товарищество,Минская,Молодечненский,Городокский
71165,"""ТЕПЛОЭНЕРГЕТИК""",-,Садоводческое товарищество,Минская,Молодечненский,Городокский
71191,"""Ёлочка"", Молодечненский район",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71189,"""БЕРЁЗКА"" Д.КРАСНОЕ",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
72620,"""БОЯРЫ""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
72621,"""БОЯРЫ-86""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71202,"""БОЯРЫШНИК""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71218,"""Березовая роща"", Молодечненский район",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71220,"""Бриллиант-1982""","""Брыльянт-1982""",Садоводческое товарищество,Минская,Молодечненский,Красненский
71201,"""ВЕСНЯНКА-2004""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71223,"""ВЫСОКОЕ ЗАРЕЧЬЕ""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71199,"""ДОРОЖНИК"" МОЛОДЕЧНЕНСКИЙ РАЙОН",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71204,"""ЗВЁЗДОЧКА-432""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
72807,"""ЗЕЛЁНЫЕ ХОЛМЫ"" Молодечненского района",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
72808,"""Зелёные холмы-2""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71190,"""ИНТУРИСТ""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71195,"""Ивонцевичи""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71193,"""Изумруд""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71186,"""КРАСНЕНСКОЕ""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71207,"""Лазурный-2008""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71200,"""МАРАНИЦА""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71219,"""МЕДТЕХНИК""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71187,"""Межрайгазовик""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71192,"""Металлист-91""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71203,"""Монолит-92""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71197,"""НАДЗЕЯ-2000""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71185,"""ОГОНЁК-ПОБЕДА""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71214,"""ПОЛЯНА""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71188,"""ПРОГРЕССИВНЫЙ""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71205,"""РАДУГА БЕЛАВТОМАЗ""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71196,"""РАМОНАК-МАЗ""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71198,"""РОМАШКА БЕЛАЯ"" Молодечненского района",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71227,"""РОМАШКА В БОЯРАХ""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71224,"""СУПОЛЬНИК""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71183,"""ТАТАРЩИНА""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71206,"""ТИШИНА""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71194,"""ХОЛМОГОРЬЕ""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71184,"""ЯСНАЯ ПОЛЯНА 1""",-,Садоводческое товарищество,Минская,Молодечненский,Красненский
72809,Зеленые холмы-3,-,Садоводческое товарищество,Минская,Молодечненский,Красненский
71138,"""АЛМАЗ-2002""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71151,"""АПЕЛЬСИН""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71153,"""Гранат""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71139,"""ИВАНОВЩИНА""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71154,"""МОРОСЬКИ""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71157,"""Осаново""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
81257,"""Осаново-1""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71160,"""ПОЛЯНЫ"" ПРИ ЗЛМК",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71150,"""РОДНИЧОК-83""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71152,"""СВЯЗИСТ""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71155,"""СНЕЖИНКА""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
71137,"""Сосны-2008""",-,Садоводческое товарищество,Минская,Молодечненский,Лебедевский
72710,"""БЕРЁЗКА"" ПРИ ФМИ",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71176,"""БЕРЁЗКА-АГРО""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71144,"""БУХГАЛТЕР""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
72712,"""ВЕРАСОК"" ПРИ РАДИОЗАВОДЕ ""СПУТНИК""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
72711,"""ВЕРАСОК"" д.Писаревщина",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71178,"""Веснянка 2000""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71135,"""ДАЧНЫЕ ПЛЕСЫ-2001""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71134,"""Дачные Плесы""","""Дачныя Плесы""",Садоводческое товарищество,Минская,Молодечненский,Мясотский
71170,"""Дружба"" ж/д ст.Татарщизна",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71171,"""ЗОЛОТАЯ ОСЕНЬ"" ст.Татарщизна",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
72709,"""Ивушка-2008""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71145,"""КРИСТАЛЛ-2001""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71232,"""ЛЕСОВИЧОК"" ПРИ МОЛОДЕЧНЕНСКОМ ГОРИСПОЛКОМЕ",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71148,"""МАГИСТРАЛЬ""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71180,"""МЕДИК-ПЛЮС""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71143,"""МОСТИЩЕ""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71181,"""МЯСОТА""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71167,"""ПИСАРЕВСКАЯ БЕРЁЗКА""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71146,"""ПОЛИТЕХНИК""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71172,"""РЯБИНКА"" ст.ТАТАРЩИЗНА",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71173,"""Ромашка"" ст.Татарщизна",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71147,"""СОЛНЕЧНАЯ ПОЛЯНА"" д.Лозовец",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71175,"""СТРОИТЕЛЬ"" д.Писаревщина",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71136,"""СТРОИТЕЛЬ-81""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71149,"""УРЕЧЬЕ""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71179,"""ФАЗЕНДА""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71182,"""ХИМИК"" ПРИ ПРЕДПРИЯТИИ ""МОЛОДЕЧНОНЕФТЕПРОДУКТ""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71177,"""ЧАБОР""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71168,"""Черёмушки-2008""",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71169,"""ЭЛЕКТРОН"" д.Большие Кошевники",-,Садоводческое товарищество,Минская,Молодечненский,Мясотский
71243,"""АВТОРЕМОНТНИК 124""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71287,"""АТЛАНТ-4""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
81258,"""БЕРЁЗКА""д.Бояры",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71230,"""БОЯРСКИЕ ЧЕРЁМУШКИ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71241,"""ВЕРАС-1987""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71290,"""ВЕТЕРАН-7""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71221,"""ВЗГОРЬЕ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71222,"""ВЗГОРЬЕ"" ст.Бояры",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71282,"""Восход-92""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
81264,"""ДРУЖБА В БОЯРАХ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71247,"""ДУБРОВКА""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71249,"""Дубравушка"" Молодечненского района",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71215,"""ЗДОРОВЬЕ-4 ГКБ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71284,"""ЗДОРОВЬЕ-5""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71281,"""Зелёные огни""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71292,"""ИВУШКА 1""","""ІВУШКА 1""",Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71286,"""ИВУШКА-2002""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71231,"""КОЛОСОК"" д.Поповщина",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71225,"""КОРСАКИ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71213,"""КУПАЛИНКА-МАЗ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71250,"""Кветка"" Молодечненского района",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71288,"""ЛЕНОК-89""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71242,"""ЛЕСНОЕ"" АН РБ",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
81259,"""Лесное-87""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71210,"""МЕТАЛЛИСТ"" Молодечненского района",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71228,"""МОНТАЖНИК-87""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71244,"""Меридиан-92""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71226,"""НАЛАДЧИК""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71293,"""Освободитель""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71285,"""ПЕЛЕНГ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71209,"""ПОЛЯНЫ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71283,"""ПРАЛЕСКА-ГЕОСЕРВИС""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71208,"""ПРЫТУЛАК""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71291,"""ПЧЕЛОВОД""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71248,"""Перевал""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71240,"""РОДНИК""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71211,"""РОДНИК-12""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71245,"""РОМАНЫ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71251,"""РОСИНКА-89""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71289,"""РУЧЕЁК""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71229,"""СИГМА-2002""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71212,"""СТАРИНКИ""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71246,"""ФИЗКУЛЬТУРНИК""",-,Садоводческое товарищество,Минская,Молодечненский,Олехновичский
71162,"""Вересок-2""","""Верасок-2""",Садоводческое товарищество,Минская,Молодечненский,Полочанский
71161,"""Зрок-2""",-,Садоводческое товарищество,Минская,Молодечненский,Полочанский
71273,"""АВТОПИЛОТ"" Молодечненского района",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71274,"""АЛЬФА-89""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
81256,"""БАТЬКОВЩИНА-1""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71262,"""Берёзка-89""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71236,"""ВЕСНА-85"" Минсельхозпрода Республики Беларусь",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
81260,"""ВЯЗАНЬ""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71261,"""ВЯЗЫНКА""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
81261,"""ВЯЗЫНКА-2""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71280,"""ВЯНОК""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71258,"""ВЯСЁЛКА-РТВ""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71278,"""Веснянка-2008""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71254,"""ГЛОБУС-9""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71257,"""ГОРИЗОНТ-82""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71256,"""ДУБРАВЫ""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71252,"""ДУБРАВЫ-1982""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71255,"""ЗЕЛЁНАЯ ДУБРАВУШКА""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71264,"""ЗОЛОТОЙ КОЛОСОК""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71266,"""Импульс-86""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71234,"""Керамик""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71239,"""ЛАВАНДА ЛЕСНАЯ""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71272,"""ЛЕСНАЯ БЫЛЬ""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71275,"""МАГИСТРАЛЬ-2""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71265,"""МИКРОН"" Молодечненского района",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71237,"""МИЧУРИНЕЦ"" ст.Олехновичи",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71268,"""ПИЛОТ""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71253,"""ПЛАНЕТА-2001""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71270,"""ПРАМЕНЬ-ПТМ""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71259,"""ПРОЕКТИРОВЩИК""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71279,"""РАДУГА"" ст.Вязынка",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71277,"""РАНЕТ-1""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71238,"""РОДНИК"" УП ""МИНСКОБЛДОРСТРОЙ""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71276,"""СВИТАНОК-89""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71235,"""СЯБРЫ-83""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71260,"""ТЕКСТИЛЬЩИК-2002""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71263,"""УДАРНИК""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71269,"""ХОЛМЫ-95""",-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71271,Веснянка,-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
71267,Ураджай,-,Садоводческое товарищество,Минская,Молодечненский,Радошковичский
81262,"""ВЫТРОПОВЩИНА""",-,Дачно-строительный кооператив,Минская,Молодечненский,Тюрлевский
71156,"""ДОМАШИ""",-,Садоводческое товарищество,Минская,Молодечненский,Тюрлевский
71142,"""ДРУЖБА-ДРСУ-195""",-,Садоводческое товарищество,Минская,Молодечненский,Тюрлевский
72796,"""Зелёный Луг-2009""",-,Садоводческое товарищество,Минская,Молодечненский,Тюрлевский
72795,"""Зелёный луг-87""",-,Садоводческое товарищество,Минская,Молодечненский,Тюрлевский
71140,"""МЕЛИОРАТОР"" Молодечненского района",-,Садоводческое товарищество,Минская,Молодечненский,Тюрлевский
71141,"""РУБИН-2001""",-,Садоводческое товарищество,Минская,Молодечненский,Тюрлевский
71163,"""БУСЛИК""",-,Садоводческое товарищество,Минская,Молодечненский,Хожовский
81263,"""Лютик-2008""",-,Садоводческое товарищество,Минская,Молодечненский,Хожовский
71233,"""РАНЕТ""",-,Дачно-строительный кооператив,Минская,Молодечненский,Чистинский
71325,"""МАЛИНОВКА""",-,Садоводческое товарищество,Минская,Мядельский,Нарочский
71326,"""Нарочанский ветеран""",-,Садоводческое товарищество,Минская,Мядельский,Нарочский
71343,"""Энергетик-91""","""Энергетык-91""",Садоводческое товарищество,Минская,Несвижский,Городейский
71342,"""Яблонька Завитая-1""",-,Садоводческое товарищество,Минская,Несвижский,Городейский
71327,"""Белые Росы""",-,Садоводческое товарищество,Минская,Несвижский,Ланский
71335,"""Газовик"" Несвижский район","""Газавік"" Нясвіжскі раён",Садоводческое товарищество,Минская,Несвижский,Ланский
71336,"""Крыница-Несвиж""","""Крыніца-Нясвіж""",Садоводческое товарищество,Минская,Несвижский,Ланский
71334,"""Малина""","""Маліна""",Садоводческое товарищество,Минская,Несвижский,Ланский
71331,"""Родник-91""","""Крыніца-91""",Садоводческое товарищество,Минская,Несвижский,Ланский
71328,"""Роща"" Несвижский район",-,Садоводческое товарищество,Минская,Несвижский,Ланский
71330,"""Садовод-91""","""Садавод-91""",Садоводческое товарищество,Минская,Несвижский,Ланский
71329,"""Строитель""",-,Садоводческое товарищество,Минская,Несвижский,Ланский
71345,"""Вясёлка"" Несвижский район","""Вясёлка"" Нясвіжскі раён",Садоводческое товарищество,Минская,Несвижский,Несвижский
71339,"""Горожане""",-,Садоводческое товарищество,Минская,Несвижский,Несвижский
71824,Дубрава на титовке,-,Садоводческое товарищество,Минская,Пуховичский,Блонский
71822,Звездочка-89,-,Садоводческое товарищество,Минская,Пуховичский,Блонский
71802,"""Асвета"" д.Угодина",-,Садоводческое товарищество,Минская,Пуховичский,Блужский
71752,"""Берёзка-93""","""Бярозка-93""",Садоводческое товарищество,Минская,Пуховичский,Блужский
91045,"""Гранит-91""","""Граніт-91""",Садоводческое товарищество,Минская,Пуховичский,Блужский
71769,"""ДРУЖБА-86"" Пуховичский район",-,Садоводческое товарищество,Минская,Пуховичский,Блужский
71795,"""ЖУРАВИНКА-БНТУ""","""ЖУРАВІНКА-БНТУ""",Садоводческое товарищество,Минская,Пуховичский,Блужский
71807,"""Зелёный экспресс""",-,Садоводческое товарищество,Минская,Пуховичский,Блужский
71877,"""Крыничка Пуховичского района""","""Крынічка Пухавіцкага раёна""",Садоводческое товарищество,Минская,Пуховичский,Блужский
71747,"""ОЗЕРНОЕ"" ПУХОВИЧСКОГО РАЙОНА",-,Садоводческое товарищество,Минская,Пуховичский,Блужский
71736,"""Сокол"", Пуховичский район","""Сокал"", Пухавіцкі раён",Садоводческое товарищество,Минская,Пуховичский,Блужский
