OBJECTNUMBER,NAMEOBJECT,NAMEOBJECTBELRUS,NAME,NAMEREGION,NAMEDISTR,NAMESELSOVET
68114,"""Грабовец""",-,Садоводческое товарищество,Брестская,Барановичский,Великолукский
68115,"""Пралеска"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Великолукский
68113,"""Родничок"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Великолукский
68125,"""Авиатор"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68144,"""Башня""",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68123,"""Березка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68150,"""Буравик"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68141,"""ВЕРАСОК""",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68146,"""Геолог""",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68131,"""Досуг труду"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68120,"""Дружба"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68133,"""Журавинка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68130,"""Здоровье"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68154,"""Ивушка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68132,"""Коммунар"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68118,"""Кооператор"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68129,"""Крыница"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68137,"""Лада"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68143,"""Лесная поляна"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68149,"""Лира""",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68142,"""Магистраль"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68153,"""Медик""",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68139,"""Мечта""",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
84776,"""Милый уголок""",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68124,"""Мичуринец""",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68116,"""Монолит"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68140,"""Мостостроитель"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68126,"""Настауник"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68134,"""Незабудка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68117,"""Нива"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
84777,"""Полянка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68145,"""Прогресс"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68127,"""Проталинка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68152,"""Радуга"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68119,"""Родник"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68136,"""Сантехник"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68147,"""Светафор"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68148,"""Сигнал""",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68151,"""Станкостроитель"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68128,"""Транспортный строитель"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68122,"""Урожай"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68121,"""Химик"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68138,"""Черемушки"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68135,"""Ягодка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Жемчужненский
68157,"""Василёк"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68165,"""Вита"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68162,"""Гемед"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68160,"""Динамо"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68164,"""Малина Барановичского района""",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68159,"""Ольсевичи Барановичского района""",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68158,"""Перамога"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68166,"""Росинка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68156,"""Темп"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68163,"""Хуторок"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68161,"""Энергетик-1"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Крошинский
68168,"""Виктория"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Леснянский
68170,"""Виктория-1"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Леснянский
68167,"""Дружба-1"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Леснянский
68173,"""Изумрудное"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Леснянский
68172,"""Коммунальник"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Леснянский
68171,"""Строитель""",-,Садоводческое товарищество,Брестская,Барановичский,Леснянский
68174,"""Текстильщик"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Леснянский
68169,"""Энергетик"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Леснянский
68224,"""Вишенка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Малаховецкий
68220,"""Магистраль""",-,Садоводческое товарищество,Брестская,Барановичский,Малаховецкий
68221,"""Оптимист"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Малаховецкий
68223,"""Солнышко"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Малаховецкий
68222,"""Сосенка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Малаховецкий
68219,"""Энтузиаст"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Малаховецкий
68187,"""Венера"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68185,"""Новинка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68197,"""Связист"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68175,"""Тополёк"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68184,"""Флора"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68190,"""Эскулап"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68186,"""Ясные просторы""","""Ясныя абшары""",Садоводческое товарищество,Брестская,Барановичский,Молчадский
68189,Автако,-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68196,Весна,-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68195,Железница,-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68188,Павлинка,-,Садоводческое товарищество,Брестская,Барановичский,Молчадский
68208,"""Автоматчик"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68178,"""Блакит"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68155,"""Бульба""",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68203,"""Бурачок Барановичского района""",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68179,"""Верас лесной""",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68206,"""Восход""",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68225,"""Гелда"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68183,"""Зарница"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68209,"""Колосок"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68181,"""Локомотив""",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68199,"""Магистраль-Центральная Барановичского района""",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68201,"""Монтажник"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68202,"""Мышанка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68200,"""Надзея-1"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68205,"""Надзея-2"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68198,"""Оснастка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68207,"""Поиск Барановичского района""",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
84778,"""Путеец"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68182,"""Рамонак"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68180,"""Ромашка"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68204,"""Ручеек""",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
84779,"""Садомир""",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68177,"""Электрон"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68176,Ласточка,-,Садоводческое товарищество,Брестская,Барановичский,Новомышский
68210,"""Вагонник""",-,Садоводческое товарищество,Брестская,Барановичский,Почаповский
68212,"""Маяк"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Почаповский
68211,"""Трикотажник"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Почаповский
68191,Мостовик,-,Садоводческое товарищество,Брестская,Барановичский,Почаповский
68213,"""Ветеран""",-,Садоводческое товарищество,Брестская,Барановичский,Столовичский
68217,"""Мечта лесная""",-,Садоводческое товарищество,Брестская,Барановичский,Столовичский
68216,"""Надзея"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Столовичский
84780,"""Низовье""",-,Садоводческое товарищество,Брестская,Барановичский,Столовичский
68215,"""Торчицы"" Барановичского района",-,Садоводческое товарищество,Брестская,Барановичский,Столовичский
68218,Щара,-,Садоводческое товарищество,Брестская,Барановичский,Столовичский
68286,"""Круглое 10""",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68275,"""Круглянка-2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68261,"""Ландыш"" д.Круглое",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68251,"""Огородники-2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68264,"""Пчелка-1"" Березовского района",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68265,"""Пчелки-2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68249,"""Ремонтник"" д.Круглое",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68248,"""Ремонтники 2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68262,"""Росинки 2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68252,"""Связист"" при Березовском узле связи",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68267,"""Стимул-29""","""Стымул-29""",Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68299,"""Чаборок-2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68287,Круглое-2,-,Садоводческое товарищество,Брестская,Берёзовский,Берёзовский
68291,"""Здитовчанка""",-,Садоводческое товарищество,Брестская,Берёзовский,Здитовский
68288,Солнышко,-,Садоводческое товарищество,Брестская,Берёзовский,Здитовский
68276,Углянка,-,Садоводческое товарищество,Брестская,Берёзовский,Здитовский
68266,"""Дубравка-2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68278,"""Кречет-2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68257,"""Поляночка""",-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68273,"""Свитаночек-2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68269,Зеленый луг,-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68280,Зорька,-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68274,Кооператор,-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68277,Криница,-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68285,Лотос,-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68295,Надежда,-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68268,Полянка,-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68282,Радуга,-,Садоводческое товарищество,Брестская,Берёзовский,Первомайский
68290,"""В Малиновке""",-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68300,"""ИВУШКА"" урочище Ярцевичи г.Белоозерска",-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68243,"""Приозёрное"" г.Белоозёрск",-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68289,"""Рябиновое""",-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68301,"""Толока-2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68297,"""Черёмушки-1"" г.Белоозерск",-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68244,"""Яблонька"" г.Белоозёрск",-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68294,Березка,-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68292,Василек,-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68293,Дубравушка,-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68245,Лесное,-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68272,Незабудка,-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68246,Строитель,-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68247,Строитель-2,-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68298,Черемушки-2,-,Садоводческое товарищество,Брестская,Берёзовский,Песковский
68281,"""БаштаПлюс""",-,Садоводческое товарищество,Брестская,Берёзовский,Селецкий
68250,"""Пралеска"" д.Селец",-,Садоводческое товарищество,Брестская,Берёзовский,Селецкий
68283,Барвинок,-,Садоводческое товарищество,Брестская,Берёзовский,Селецкий
68253,Приозерное-2,-,Садоводческое товарищество,Брестская,Берёзовский,Селецкий
68279,Селец,-,Садоводческое товарищество,Брестская,Берёзовский,Селецкий
68254,Ягодное,-,Садоводческое товарищество,Брестская,Берёзовский,Селецкий
68284,"""Марьяново""",-,Садоводческое товарищество,Брестская,Берёзовский,Сигневичский
68296,Марьяново-2,-,Садоводческое товарищество,Брестская,Берёзовский,Сигневичский
68258,"""Березка"" г.Береза",-,Садоводческое товарищество,Брестская,Берёзовский,Соколовский
68263,"""Верасочек 2016""","""Верасочак 2016""",Садоводческое товарищество,Брестская,Берёзовский,Соколовский
68271,"""Весеннее""",-,Садоводческое товарищество,Брестская,Берёзовский,Соколовский
68270,"""Витаминка-2016""",-,Садоводческое товарищество,Брестская,Берёзовский,Соколовский
68255,"""Дружбы 1989""",-,Садоводческое товарищество,Брестская,Берёзовский,Соколовский
68259,"""Журавинки 1992""",-,Садоводческое товарищество,Брестская,Берёзовский,Соколовский
68260,"""Малинка"" д.Смолярка",-,Садоводческое товарищество,Брестская,Берёзовский,Соколовский
68256,"""Смоляры 2015""",-,Садоводческое товарищество,Брестская,Берёзовский,Соколовский
86243,Тайное,-,Садоводческое товарищество,Брестская,Брестский,Домачевский
86154,"""Березка""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68652,"""Будавник-62""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68566,"""Верасы-1""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68570,"""Ветеран-3""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68569,"""Ветеран-92""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
94087,"""Грибок 2017""","""Грыбок 2017""",Садоводческое товарищество,Брестская,Брестский,Знаменский
68558,"""Досуг Збунин""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68571,"""Дружба-95""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68573,"""Здоровье 2008""","""Здароўе 2008""",Садоводческое товарищество,Брестская,Брестский,Знаменский
68574,"""Золотой корень""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68577,"""Квант"" Брестского района",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68581,"""Контакт-2009""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68584,"""Магистраль-92""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
86214,"""Мелиоратор-92""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68610,"""Мичуринец-5""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68657,"""Надзея""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68560,"""Ольха-91""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
86217,"""Полиграфист-82""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
86218,"""Пралеска-93""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68590,"""Прибужье""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
89381,"""Радужная долина""","""Вясёлкавая даліна""",Садоводческое товарищество,Брестская,Брестский,Знаменский
68594,"""Свет-БЭЛЗ""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68595,"""Солнечное""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
86230,"""Сосновый островок""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
86239,"""Строитель""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68600,"""Чабарок"" ЖРЭУ г.Бреста",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
68601,"""Электрон-82""",-,Садоводческое товарищество,Брестская,Брестский,Знаменский
86165,"""Верасок-08""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
72637,"""Дубок Плюс""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
68615,"""Ивушка-10""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
68613,"""Ландыш""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
68622,"""Лесное-Теплицтехмонтаж""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
86204,"""Меркурий-10""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
68637,"""Полянка-1""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
68619,"""Родничок-комбината электротехнических изделий""","""Раднічок-камбіната электратэхнічных вырабаў""",Садоводческое товарищество,Брестская,Брестский,Клейниковский
68620,"""Росинка"" работников Брестского горплодоовощторга, передвижной механизированной колонны, автоспецпредприятия, консервного завода, агропрома",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
68621,"""Старица-приграничная""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
68616,"""Суничка 2""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
68614,"МПМК-5 ""Малютка""",-,Садоводческое товарищество,Брестская,Брестский,Клейниковский
86250,"""Экспресс-5""",-,Садоводческое товарищество,Брестская,Брестский,Лыщицкий
68535,"""Аграрник""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
86146,"""Аист-2008""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
86167,"""Витамин ЦУМа""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
68538,"""Гудок-80""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
86180,"""Друзья природы-91""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
86181,"""Дубрава-6""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
68540,"""Здоровье-90""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
86193,"""КВЕТКА 92""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
68542,"""Криница Мотыкальская""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
86200,"""Лесная поляна БПС""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
68543,"""Лесок-1""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
68545,"""Поляна 10""","""Паляна 10""",Садоводческое товарищество,Брестская,Брестский,Мотыкальский
86222,"""Прибужье-3""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
68548,"""Удачное"" д.Скоки",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
68549,"""Факел"" ""Брестгазоаппарат""",-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
68546,Тепличка,-,Садоводческое товарищество,Брестская,Брестский,Мотыкальский
68499,"""АСТРА""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
68486,"""Авиатор-4""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86145,"""Автомобилист"" Автобусный парк №1 г.Бреста","""Аўтамабіліст"" Аўтобусны парк №1 г.Брэста",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86144,"""Автомобилист-80""","""Аутамабіліст-80""",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
68493,"""Алгоритм-2008""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
68513,"""Армеец-2""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86147,"""Армеец-3""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86153,"""Балагое""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86155,"""Березка-2007""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86148,"""Березка-82""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86152,"""Березка-87""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86158,"""Березовая роща 395""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86156,"""Березовая роща"" управления культуры Брестского облисполкома",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86157,"""Березовая роща-87""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86159,"""Боровое""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
93938,"""Брестская шляхта""","""Брэсцкая шляхта""",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86162,"""Буревестник-86""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86161,"""Бытовик""","""Бытавік""",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
68568,"""Ветеран 1""","""Ветэран 1""",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86163,"""Ветеран""","""Ветэран""",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86166,"""Ветразь-92""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
68487,"""Восток-2009""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86168,"""Восход""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86170,"""Вымпел"" УВД",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86169,"""Вымпел-2010""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
68508,"""Газовик-80""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86171,"""Дорожник""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86177,"""Дружба 97""","""Сяброўства 97""",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86176,"""Дружба""","""Сяброўства""",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86175,"""Дружба-09""","""Дружба-09""",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
68509,"""Дубок-2009""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86172,"""Дубрава 2008""","""Дубрава 2008""",Садоводческое товарищество,Брестская,Брестский,Мухавецкий
68510,"""Жемчужина-1988""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86174,"""Журавинка""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86183,"""Журавинка"" Учреждение образования Брестский государственный профессиональный лицей строителей",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86184,"""Журавинка-83""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86185,"""Журавинка-84""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
86173,"""Журавинка-88""",-,Садоводческое товарищество,Брестская,Брестский,Мухавецкий
