X,Y,OBJECTNUMB,NAMEOBJECT,NAME
26.9644015305907,53.1791245994727,19053,Ïîòåéêè,Ñåëüñêèé íàñåëåííûé ïóíêò - àãðîãîðîäîê
27.3930941001452,53.1691163004722,18974,Ïðåñíàêè,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
30.6786683599104,52.5896089722068,9615,Íîâàÿ Ãóñåâèöà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
27.851121210836,52.7461008439548,19760,Ðå÷åíü,Ñåëüñêèé íàñåëåííûé ïóíêò - àãðîãîðîäîê
27.9143141408114,52.5989721397467,19702,Êðàñíàÿ Ïîëÿíà,Ñåëüñêèé íàñåëåííûé ïóíêò - ïîñåëîê
27.534252635633,53.66541193036,19934,×åðíèêè,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.066524862626,52.5447518990269,9949,Ïîáåäà,Ñåëüñêèé íàñåëåííûé ïóíêò - ïîñåëîê
30.3148727809232,52.2276645947468,11724,Ðîâåíñêàÿ Ñëîáîäà,Ñåëüñêèé íàñåëåííûé ïóíêò - àãðîãîðîäîê
29.9006293215023,52.4472963727349,11639,Çàõîäû,Ñåëüñêèé íàñåëåííûé ïóíêò - àãðîãîðîäîê
31.2679889945621,52.2669021192843,10270,Ñòàðîñåëüå,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.3837062136742,52.2253580751071,10302,Óòü,Ñåëüñêèé íàñåëåííûé ïóíêò - àãðîãîðîäîê
31.8313894832027,53.941514469868,25087,Êîëîòîâèíî,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.836468791024,54.0014796584343,25093,Ìàëàÿ Ëåùåíêà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.8260757321148,53.9020083245625,25091,Ëþäîãîùü,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.7732403869725,53.9442686750222,25092,Ìàëàÿ Çÿòèöà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.7766292853388,53.9701285188996,25090,Êóäðè÷è,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.7192301942349,53.9893857093017,25097,Ñâÿòîçåðüå,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.8052351613938,53.919491206747,25094,Ìèòüêîâùèíà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.8090672404024,53.9607983555945,25089,Êðàñíàÿ Ãîðêà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.826720781838,53.9514727408105,25086,Êîâøîâî,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.7902588393796,53.9842907726302,25084,Áîëüøàÿ Ëåùåíêà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.7548326403984,53.9866956949752,25098,Øóìÿíè÷è,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
23.9149560091159,53.7742251487558,13232,Öèäîâè÷è,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
31.8844699043362,53.983656178515,25085,Çàñîæüå,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.4155830848688,53.2484507509488,23838,Íîâîå Ñòîëïèùå,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.4228985024439,53.2040719492878,23840,Ñóÿíåö,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.4333952687808,53.2183302379806,23841,Òåéêîâè÷è,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5618789027295,53.1634177559159,23849,Ìîøîê,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5709297309081,53.1759807121361,23846,Çàðóáèí Óãîë,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5376708718257,53.207709654793,23845,Äåñÿòèíû,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.590449081401,53.1924440721263,23844,Âèøåíüêà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5441183383297,53.1457380513746,23861,Þçîôèí,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5054016983906,53.1874958390251,23860,Øïèëåâùèíà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.543134884131,53.1912910826701,23859,Øèðîêîå,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5528892694662,53.1847757473188,23856,Ñåëèöà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5112405744247,53.1763549218735,23855,Ïîëüêîâè÷è,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.6279964042073,53.2355207604658,23854,Ïîäëåùåíêà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5642622860048,53.1876103602515,23853,Ïîäâèøåíüå,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.4595441918392,53.1640866715979,23851,Íîâûå Äâîðÿíèíîâè÷è,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5602498651125,53.1681474400846,23850,Íàíäàòêè,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5628691561156,53.2485603259174,23863,Âèêòîðîâêà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.5906053399037,53.2414879366911,23864,Âÿçîâêà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.6990515316815,53.3416397120121,23865,Çàáóäíÿíñêèå Õóòîðà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.2504452458815,53.2339897970428,23827,Ãóòà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.7003532922864,53.3035040385693,23869,Ñàìîäóìîâêà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.8955490907303,53.3720510603104,23889,Øìàêè,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.8132546427225,53.3560484703138,23885,Ñåëèáà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.8275491739787,53.3677836484542,23875,Ãàëûíîâêà,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.8010631824111,53.4142322181261,23876,Ãîãîëü,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.8661559727287,53.3347170095907,23877,Äóáöû,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.8245402064944,53.4069725576965,23880,Íåìêè,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.8305971012907,53.4147108666135,23881,Ïîäëèïêè,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
29.8355475629607,53.4561174530438,23882,Ïîäëóæüå,Ñåëüñêèé íàñåëåííûé ïóíêò - äåðåâíÿ
