"OBJECTNUMB,N,19,11","NAMEOBJECT,C,50","NAMEREGION,C,50","NAMEDISTR,C,50","NAMESETTLE,C,50","XCOORD,N,19,11","YCOORD,N,19,11"
"71679,00000000000",Автомобилист,Витебская обл.,Полоцкий р-н,г. Полоцк,"55,45619417540","28,69935761970"
"71661,00000000000",Автомобилист,Витебская обл.,Полоцкий р-н,д. Секеровщина,"55,52388310430","28,87611434480"
"71635,00000000000","""Автомобилист"" д.Куликово",Витебская обл.,Полоцкий р-н,д. Куликово,"55,59374823890","28,42488566530"
"71681,00000000000",Астра,Витебская обл.,Полоцкий р-н,д. Кулаково,"55,45561522070","28,88291025440"
"71705,00000000000",Бездедовичи-1,Витебская обл.,Полоцкий р-н,д. Жевново,"55,47896140360","28,43038480520"
"71674,00000000000","""Береза"" при Полоцком винзаводе",Витебская обл.,Полоцкий р-н,д. Казимирово,"55,45027498910","28,89714223190"
"71648,00000000000",Бецкое,Витебская обл.,Полоцкий р-н,д. Жарцы,"55,62615924990","28,84773773290"
"82909,00000000000","""Буревестник"" при ПМК-18",Витебская обл.,Полоцкий р-н,д. Рудня,"55,61330632190","28,75343862360"
"71695,00000000000","""Вега"" при станции скорой помощи",Витебская обл.,Полоцкий р-н,д. Заскорки,"55,37695156560","28,63984518040"
"71645,00000000000",Весна,Витебская обл.,Полоцкий р-н,д. Булавки,"55,58075478120","28,77334728760"
"72624,00000000000","""Весна"" при Новополоцком тресте столовых и рестор*",Витебская обл.,Полоцкий р-н,д. Козьи Горки,"55,60719399180","28,78461508920"
"71667,00000000000","""Веснянка"" дер.Бецкое",Витебская обл.,Полоцкий р-н,д. Бецкое,"55,40921274830","28,76610224400"
"82888,00000000000","""Ветринское""",Витебская обл.,Полоцкий р-н,гп Ветрино,"55,41514974410","28,43569658590"
"71624,00000000000",Виктория,Витебская обл.,Полоцкий р-н,д. Махирово,"55,57251638110","28,54068716730"
"71629,00000000000",Гидротехник,Витебская обл.,Полоцкий р-н,д. Гендики,"55,55999950270","28,78743609900"
"71619,00000000000","""Двина"" инвалидов г.Новополоцка",Витебская обл.,Полоцкий р-н,д. Охотница,"55,55875713800","28,61038697410"
"71701,00000000000","""Дорожник д.Фариново""",Витебская обл.,Полоцкий р-н,д. Фариново,"55,42903786540","28,57520470220"
"71693,00000000000","""Жихари"" при Полоцком отделе статистики",Витебская обл.,Полоцкий р-н,д. Гирсино,"55,58322844360","28,91902747580"
"71634,00000000000","""Завелье"" при в/ч 06707",Витебская обл.,Полоцкий р-н,гп Боровуха,"55,59384481770","28,62907949680"
"71666,00000000000",Звезда,Витебская обл.,Полоцкий р-н,д. Пирутино,"55,44171539420","28,94176388450"
"71711,00000000000","""Здоровый быт"" при узловой больнице",Витебская обл.,Полоцкий р-н,д. Навлица,"55,36675888240","28,50636399230"
"71678,00000000000",Здоровье,Витебская обл.,Полоцкий р-н,д. Черноручье-2,"55,43280407080","28,74678047260"
"71620,00000000000","""Изолировщик"" при СУ ""Белтеплоизоляция""",Витебская обл.,Полоцкий р-н,д. Горовые,"55,57017878220","28,56279792230"
"82892,00000000000",Купалинка,Витебская обл.,Полоцкий р-н,д. Шелково,"55,44651014510","28,88262877510"
"82902,00000000000","""Лесное"" при ПТУ - 66",Витебская обл.,Полоцкий р-н,д. Лесины,"55,41613644080","28,68247143490"
"71702,00000000000",Лето,Витебская обл.,Полоцкий р-н,д. Меруги,"55,42853682720","28,69833044990"
"71663,00000000000","""Локомотив"" локомотивного депо станции Полоцк",Витебская обл.,Полоцкий р-н,д. Скабы,"55,52683648830","28,88049009860"
"82911,00000000000","""Малинка"" при Полоцком ПОБОНЕ",Витебская обл.,Полоцкий р-н,д. Дмитровщина,"55,61318222750","28,79189969210"
"71653,00000000000","""Нефтяник-5""",Витебская обл.,Полоцкий р-н,д. Яковцы,"55,71957685630","28,82635455190"
"71637,00000000000","""Подозерцы""",Витебская обл.,Полоцкий р-н,д. Подозерцы,"55,63854495270","28,43260137260"
"82890,00000000000",Прогресс,Витебская обл.,Полоцкий р-н,д. Семенец,"55,39469908780","28,81385598850"
"71691,00000000000","""Ромашка"" Полоцкого района",Витебская обл.,Полоцкий р-н,д. Залесье,"55,59691726590","28,92263832240"
"71618,00000000000","""Светильник"" предприятия ""Горсвет""",Витебская обл.,Полоцкий р-н,д. Кательна,"55,68144245960","28,62649302980"
"71697,00000000000","""Химик-5"" ПО ""Полимир""",Витебская обл.,Полоцкий р-н,д. Косари,"55,35379408020","28,62515584020"
"71636,00000000000","""Химик-6""",Витебская обл.,Полоцкий р-н,д. Новинье,"55,61260665710","28,47077548070"
"71601,00000000000",Черное озеро,Витебская обл.,Полоцкий р-н,д. Владычино,"55,64320412380","28,58481383520"
"71708,00000000000","""Яблонька""",Витебская обл.,Полоцкий р-н,д. Зазерье,"55,40108686900","28,42409950770"
"82881,00000000000","""Литвинки""",Витебская обл.,Поставский р-н,д. Дуки,"55,09167672560","26,78995523150"
"71718,00000000000","""Спорица""",Витебская обл.,Поставский р-н,д. Ширки,"55,07757872130","26,78825473930"
"71714,00000000000","""Дуки""",Витебская обл.,Поставский р-н,д. Загатье,"55,09176594000","26,78024898090"
"71716,00000000000","""Природа""",Витебская обл.,Поставский р-н,д. Вороновщина,"55,07794192490","26,77913246650"
"82880,00000000000","""Зенит Поставский""",Витебская обл.,Поставский р-н,д. Соловьи,"55,07151862570","26,78066895670"
"71437,00000000000","""Ветеран"" Оршанского района",Витебская обл.,Оршанский р-н,г. Орша,"54,53067940590","30,37694190800"
"71425,00000000000","""Авиатор-1"" Оршанского района",Витебская обл.,Оршанский р-н,д. Вязовая,"54,39248188130","30,36412030210"
"71387,00000000000","""Автомобилист Оршанского района""",Витебская обл.,Оршанский р-н,д. Бородулино,"54,48005273520","30,61987261770"
"71401,00000000000",Анибалево,Витебская обл.,Оршанский р-н,д. Андреевщина,"54,58259020900","30,46632622110"
"71452,00000000000","""Вишенка"" Оршанского района",Витебская обл.,Оршанский р-н,д. Погост,"54,49304678580","30,21053578150"
"71433,00000000000","""Текстильщик Оршанского района""",Витебская обл.,Оршанский р-н,д. Харьковка,"54,43726514110","30,41335938590"
"71404,00000000000","""Родник - 2 Оршанского района""",Витебская обл.,Оршанский р-н,д. Гатьковщина,"54,54420103970","30,58023184800"
"71390,00000000000","""Крапивенка""",Витебская обл.,Оршанский р-н,аг. Крапивно,"54,53891473130","30,57903578830"
"71398,00000000000","""Инструментальщик"" Оршанского района",Витебская обл.,Оршанский р-н,д. Шугайлово,"54,54726304270","30,51899003540"
"71441,00000000000","""Швейник"" Оршанского района",Витебская обл.,Оршанский р-н,д. Ганышево,"54,58878378910","30,11765334490"
"71395,00000000000",Металлист,Витебская обл.,Оршанский р-н,д. Сяглово,"54,53564226480","30,54187284060"
"71391,00000000000","""Берёзка""",Витебская обл.,Оршанский р-н,д. Берестеново,"54,53972161230","30,57005969310"
"71414,00000000000","""Приднепровье Оршанского района""",Витебская обл.,Оршанский р-н,д. Приднепровье,"54,55326796710","30,47640513160"
"71457,00000000000","""Днепр деревня Звёздная Оршанского района""",Витебская обл.,Оршанский р-н,д. Звездная,"54,41630335410","30,40974588370"
"71456,00000000000","""Дубки"" Оршанского района",Витебская обл.,Оршанский р-н,аг. Бабиничи,"54,42370757110","30,40925253880"
"71409,00000000000",Кооператор,Витебская обл.,Оршанский р-н,д. Кудаево,"54,55820161680","30,52165579000"
"71446,00000000000","""Ленок"" Оршанского района",Витебская обл.,Оршанский р-н,д. Красная Харьковка,"54,46361107000","30,39886104230"
"71430,00000000000","""Лёс"" Оршанского района",Витебская обл.,Оршанский р-н,д. Понизовье,"54,46768035710","30,42243106380"
"71411,00000000000",Людмила,Витебская обл.,Оршанский р-н,д. Митьковщина,"54,56037053210","30,51568848940"
"71447,00000000000","""Надежда"" Оршанского района",Витебская обл.,Оршанский р-н,гп Болбасово,"54,41124598880","30,27273032880"
"71400,00000000000","""Пашино"" Оршанского района",Витебская обл.,Оршанский р-н,д. Пашино,"54,54092729590","30,48349422610"
"71440,00000000000",Рамонак,Витебская обл.,Оршанский р-н,д. Городня,"54,54467106730","30,40890795490"
"71418,00000000000",Щедрец,Витебская обл.,Оршанский р-н,д. Дятлово,"54,47925330640","30,11882584310"
"71426,00000000000","""Электрон Оршанского района""",Витебская обл.,Оршанский р-н,д. Телентеево,"54,48078095330","30,36624238550"
"71434,00000000000",Бородино,Витебская обл.,Оршанский р-н,д. Бородино,"54,55807877750","30,35599328210"
"71449,00000000000",Будаўн#к-2,Витебская обл.,Оршанский р-н,д. Гребенево,"54,60794035340","30,20474274090"
"71432,00000000000","""Свитанок"" Оршанского района",Витебская обл.,Оршанский р-н,аг. Устье,"54,43251908850","30,40611451460"
"71458,00000000000",Степково,Витебская обл.,Оршанский р-н,д. Степково,"54,38571479390","30,45854369000"
"71443,00000000000",Хороброво,Витебская обл.,Оршанский р-н,д. Новое Хороброво,"54,53090753020","30,36405094830"
"71444,00000000000",Эскулап,Витебская обл.,Оршанский р-н,д. Старое Хороброво,"54,51925397540","30,32469604830"
"71394,00000000000","""Немеровка""",Витебская обл.,Оршанский р-н,д. Мошково,"54,56895477040","30,27406683190"
"71442,00000000000",Дрозды,Витебская обл.,Оршанский р-н,д. Дроздово,"54,59432863790","30,13338440960"
"70382,00000000000","""Лучеса Лиозненского района""",Витебская обл.,Лиозненский р-н,д. Осипово,"54,90240530200","30,38043160480"
"70380,00000000000","""Черницы""",Витебская обл.,Лиозненский р-н,д. Черницы,"55,00346401370","30,83346432660"
"70376,00000000000","""Лесное-Великое""",Витебская обл.,Лиозненский р-н,д. Пыжи,"55,10144336690","30,61580774000"
"70378,00000000000","""Черемушки""",Витебская обл.,Лиозненский р-н,д. Новоротье,"55,11782361890","30,55314384130"
"70381,00000000000","""Зеленый луг"" Лиозненского района",Витебская обл.,Лиозненский р-н,д. Красыни,"55,10672064840","30,56173618800"
"70383,00000000000","""Трикотаж""",Витебская обл.,Лиозненский р-н,аг. Копти,"55,05957632850","30,38263991090"
"68778,00000000000","""Авангард-2004""",Витебская обл.,Витебский р-н,д. Чирино,"55,24811960320","29,86475160980"
"68744,00000000000","""АВИАТОР""",Витебская обл.,Витебский р-н,д. Бондари,"55,11499259750","30,35174323540"
"68748,00000000000","""Автомобилист Витебского района""",Витебская обл.,Витебский р-н,п. ж/д ст Заболотинка,"55,12031811520","30,30222276040"
"68886,00000000000","""Агрохимик"" Витебского района",Витебская обл.,Витебский р-н,аг. Тулово,"55,21872722610","30,30338253850"
"68871,00000000000","""Банк д.Биберевка Витебского района""",Витебская обл.,Витебский р-н,д. Бибиревка,"55,24502276670","30,14930177540"
"68809,00000000000","""Барвин""",Витебская обл.,Витебский р-н,д. Барвин,"55,27075035390","30,22742485390"
"68859,00000000000","ПО ""ВИТЕБСКЭНЕРГО""",Витебская обл.,Витебский р-н,д. Филипково,"55,25294575970","30,51549470630"
"84314,00000000000","""Березка-7""",Витебская обл.,Витебский р-н,д. Савченки,"54,98081686390","30,17445481330"
"68802,00000000000","""Бор""",Витебская обл.,Витебский р-н,аг. Ольгово,"55,24288899380","30,20213353230"
"68874,00000000000","""Верховина Витебского района""",Витебская обл.,Витебский р-н,гп Руба,"55,30417091920","30,28891261340"
"68761,00000000000","""ВЕТЕРАН-3"" д.Скребни",Витебская обл.,Витебский р-н,д. Скребни,"55,04222971140","30,15920691780"
"68826,00000000000","""ВИТЕБЧАНКА""",Витебская обл.,Витебский р-н,д. Топорино,"55,28908790110","29,92874145450"
"84316,00000000000","""Витьбич"" Витебского р-на",Витебская обл.,Витебский р-н,п. Витьба,"55,24569907660","30,33316393240"
"68785,00000000000","""Вишневый сад"" Витебского района",Витебская обл.,Витебский р-н,д. Большие Трубочи,"55,17304313870","29,98245733600"
"68865,00000000000","""ДАЛЬНИЙ""",Витебская обл.,Витебский р-н,д. Красная Искра,"55,25735715840","30,48544892430"
"72629,00000000000","""Двина-91""",Витебская обл.,Витебский р-н,д. Новоселки,"55,16779156500","29,97801926990"
"68817,00000000000","""Дейки""",Витебская обл.,Витебский р-н,г. Витебск,"55,24583595680","30,10257879400"
"84307,00000000000","""Дружба-2009""",Витебская обл.,Витебский р-н,д. Ковалево,"55,12321672740","30,42381445990"
"84325,00000000000","""Дружба-Березка""",Витебская обл.,Витебский р-н,д. Лужино,"55,12038596940","30,39271178820"
"72717,00000000000","""Дрюковец""",Витебская обл.,Витебский р-н,д. Дрюково,"55,12344811520","30,40203757430"
"68759,00000000000","""Дубрава"" Витебского района",Витебская обл.,Витебский р-н,д. Комары,"55,16368037860","30,05727026460"
"84324,00000000000","""Железняки-3""",Витебская обл.,Витебский р-н,д. Железняки,"55,33333807740","30,36663578120"
"72766,00000000000","""ЖЕЛЕЗНЯКИ-1""",Витебская обл.,Витебский р-н,д. Задвинье,"55,34127229710","30,39742451540"
"72767,00000000000","""ЖЕЛЕЗНЯКИ-2""",Витебская обл.,Витебский р-н,д. Буево,"55,33873259200","30,39931088350"
"68795,00000000000","""Жемчуг п.Липовцы""",Витебская обл.,Витебский р-н,п. Липовцы,"55,03822137480","30,30233227040"
"68736,00000000000","""ЗАБОЛОТИНКА""",Витебская обл.,Витебский р-н,д. Орлово,"55,12300274160","30,28397541100"
"68776,00000000000","""ЗАОЗЕРЬЕ""",Витебская обл.,Витебский р-н,д. Большие Летцы,"55,20472453410","29,97474532920"
"68774,00000000000","""Зароновка-1""",Витебская обл.,Витебский р-н,д. Ломы,"55,24267166420","29,89113203110"
"68828,00000000000","""ЗАРОНОВО""",Витебская обл.,Витебский р-н,д. Жигалово,"55,32571365970","29,84267193460"
"68740,00000000000","""ЗДОРОВЬЕ"" д.Лятохи",Витебская обл.,Витебский р-н,д. Лятохи,"55,12779681380","30,22372176870"
"68816,00000000000","""КИРОВЕЦ-2""",Витебская обл.,Витебский р-н,д. Прокуды,"55,25214926050","30,07034640280"
"72642,00000000000","""КОЛОС"" ВИТЕБСКОГО РАЙОНА",Витебская обл.,Витебский р-н,д. Запрудье,"55,24378859220","29,84713333460"
"68883,00000000000","""Косолапинка""",Витебская обл.,Витебский р-н,д. Дутчино,"55,26329594810","30,12456009160"
"84323,00000000000","""Красивое""",Витебская обл.,Витебский р-н,д. Новокуковячино,"55,16536542400","29,99282402510"
"68742,00000000000","""Криница"" Витебского района",Витебская обл.,Витебский р-н,аг. Октябрьская,"55,11140375740","30,25808963970"
"68775,00000000000","""Криница"" д.Кузнецово",Витебская обл.,Витебский р-н,д. Кузнецово,"55,20971596530","29,99856139570"
"68847,00000000000","""Лесная полянка""",Витебская обл.,Витебский р-н,д. Лучиновка,"55,11864011460","30,49328828970"
"68738,00000000000","""Лесоустроитель""",Витебская обл.,Витебский р-н,д. Шапуры,"55,12133501300","30,29520385590"
"68879,00000000000","""Лосвидо""",Витебская обл.,Витебский р-н,д. Герасимово,"55,36439455040","30,04732744310"
"68855,00000000000","""Лужесно""",Витебская обл.,Витебский р-н,д. Лужесно,"55,25129182390","30,14832737800"
"68768,00000000000","""Лутики""",Витебская обл.,Витебский р-н,аг. Новка,"55,14358712840","30,12074414890"
"68868,00000000000","""Мелиоратор""",Витебская обл.,Витебский р-н,д. Савченки,"55,33885678290","30,07630635910"
"68854,00000000000","""МЕЧТА"" Витебского района",Витебская обл.,Витебский р-н,д. Станция Лужесно,"55,25891272160","30,11695342280"
"84318,00000000000","""Михали""",Витебская обл.,Витебский р-н,д. Михали,"55,29101610280","30,00334347290"
"68766,00000000000","""Надежда"" д.Осиновка",Витебская обл.,Витебский р-н,д. Бровщина,"55,07522508700","30,07599585810"
"84326,00000000000","""Надежда-Симоновщина""",Витебская обл.,Витебский р-н,д. Симоновщина,"55,29105072030","29,87436985020"
"68882,00000000000","""Первомайский""",Витебская обл.,Витебский р-н,д. Барановка,"55,30759888840","30,10377854300"
"68885,00000000000","""ПЛОТЫ""",Витебская обл.,Витебский р-н,д. Кулаково,"55,42129435100","30,40635019260"
"68810,00000000000","""ПОДБЕРЕЗЬЕ""",Витебская обл.,Витебский р-н,д. Косово,"55,28508131250","30,49702001860"
"68838,00000000000","""Поддубье"" Витебского района",Витебская обл.,Витебский р-н,д. Поддубье,"55,19680986090","30,48340398560"
"68821,00000000000","""Поляна Витебского района""",Витебская обл.,Витебский р-н,д. Дейки,"55,25109427230","30,09927438920"
"68754,00000000000","""ПРАЛЕСАК""",Витебская обл.,Витебский р-н,д. Павлюченки,"55,11765292520","30,23496120810"
"68799,00000000000","""Пралеска-106 км М20""",Витебская обл.,Витебский р-н,д. Косачи,"55,01258657490","30,32320608310"
"76588,00000000000","""Путевище"" Витебского района",Витебская обл.,Витебский р-н,д. Козлы,"55,28403072560","29,99628638300"
"72675,00000000000","""Радуга-колор""",Витебская обл.,Витебский р-н,д. Ужлятино,"55,24697539670","29,83655005660"
"68888,00000000000","""Рассвет"" Витебского района",Витебская обл.,Витебский р-н,д. Княжица,"55,16598608540","30,02650083390"
"68763,00000000000","""Рудаковец""",Витебская обл.,Витебский р-н,д. Городняны,"55,09461717310","30,14044357660"
"68872,00000000000","""СЕВЕРНОЕ""",Витебская обл.,Витебский р-н,д. Боровляны,"55,31973585790","30,09504801270"
"71609,00000000000",Солнечное,Витебская обл.,Полоцкий р-н,д. Артейковичи,"55,62227772360","28,73461837470"
"71706,00000000000",Пралеска,Витебская обл.,Полоцкий р-н,д. Нижние Морозы,"55,46781986270","28,42014762810"
"71649,00000000000",Веснянка,Витебская обл.,Полоцкий р-н,д. Коповище,"55,60257086180","28,87844500710"
"82912,00000000000",Лесное д.Молодежки,Витебская обл.,Полоцкий р-н,д. Молодёжки,"55,59883068650","28,87048901350"
"71707,00000000000",Лесное,Витебская обл.,Полоцкий р-н,д. Бездедовичи-2,"55,50522048680","28,46928924590"
"71720,00000000000","""Крыница""",Витебская обл.,Поставский р-н,д. Черенки,"55,12455794220","26,89965955030"
"71419,00000000000",Крыницы - 4,Витебская обл.,Оршанский р-н,д. Задровье,"54,48011768760","30,13020315200"
"68829,00000000000","""Ветеран-2""  Витебского района",Витебская обл.,Витебский р-н,д. Субочи,"55,28495127490","29,95439410460"
"68808,00000000000","""ВИТЬБА""",Витебская обл.,Витебский р-н,д. Коммунарка,"55,22779742660","30,42131508500"
"68876,00000000000",Витьба,Витебская обл.,Витебский р-н,д. Старинки,"55,10596928890","30,19484062320"
"68801,00000000000","""Родник д.Ляхи""",Витебская обл.,Витебский р-н,д. Ляхи,"54,92957002350","30,17763437880"
"78261,00000000000","""Рожново""",Витебская обл.,Витебский р-н,д. Рожново,"55,06296441640","30,29434410480"
"68741,00000000000",РАБОЧИХ И СЛУЖАЩИХ ВИТЕБСКОГО ПРЕДПРИЯТИЯ ЭЛЕКТРИ*,Витебская обл.,Витебский р-н,д. Макарово,"55,05647601390","30,29629905490"
"68747,00000000000","""Сокольники""",Витебская обл.,Витебский р-н,д. Сокольники,"55,13655392610","30,26932852150"
"68790,00000000000","""СОЛНЕЧНЫЙ""",Витебская обл.,Витебский р-н,д. Старинцы,"55,09204809400","30,25443657580"
"68857,00000000000","""Судостроитель""",Витебская обл.,Витебский р-н,д. Тетерки,"55,27419421920","30,22837365730"
"68852,00000000000","""Черемушки""",Витебская обл.,Витебский р-н,д. Бояры,"55,12292064170","30,53859754080"
"68873,00000000000","""ШУХВОСТЫ""",Витебская обл.,Витебский р-н,д. Хоботы,"55,40875542980","30,27980625760"
"69384,00000000000","""Пальминка""",Витебская обл.,Городокский р-н,д. Ботали,"55,39533240360","30,06390919050"
"69380,00000000000","""Лесное"" Городокского района",Витебская обл.,Городокский р-н,г. Городок,"55,45885441970","29,93689966520"
"82878,00000000000","""Тюльпан-2""",Витебская обл.,Городокский р-н,д. Мариамполь,"55,39359506490","30,03486379550"
"69388,00000000000","""Каменка"" Городокского района",Витебская обл.,Городокский р-н,д. Каменка,"55,38527304450","30,08768741600"
"69379,00000000000","""Малое Кашо""",Витебская обл.,Городокский р-н,д. Малое Кошо,"55,49244949690","29,90408250430"
"69381,00000000000","""Дружба"" Городокского района",Витебская обл.,Городокский р-н,д. Смольки,"55,45483850080","29,92004910630"
"70002,00000000000","""Луговцы""",Витебская обл.,Дубровенский р-н,г. Дубровно,"54,57684372330","30,64616541400"
"68457,00000000000","""БЕРЕЖЬЕ"" Браславского района",Витебская обл.,Браславский р-н,д. Пепелишки,"55,66041378600","27,00260366230"
"68455,00000000000",Хомковщина-Окменица (Окменица),Витебская обл.,Браславский р-н,д. Струсто,"55,70673232360","27,00071837890"
"68456,00000000000",Хомковщина-Окменица (хутор Хомковщина),Витебская обл.,Браславский р-н,х. Хомковщина,"55,65774274410","27,01873273900"
"72496,00000000000",Дружба,Витебская обл.,Чашникский р-н,д. Примачино,"54,82628644700","29,15098336270"
"72493,00000000000","""Радуга-Новолукомль""",Витебская обл.,Чашникский р-н,г. Новолукомль,"54,63158844620","29,15013479670"
"72494,00000000000","""Чайка"" Завода керамзитового гравия г.Новолукомль",Витебская обл.,Чашникский р-н,д. Столбцы,"54,65606680110","29,04095688480"
"72495,00000000000",Электрон,Витебская обл.,Чашникский р-н,д. Старые Лавки,"54,64377079220","29,18100729700"
"72581,00000000000","""Дюбянка"" г.п.Шумилино",Витебская обл.,Шумилинский р-н,д. Гороватка,"55,33288191930","29,66023031750"
"72430,00000000000","Кохановское садоводческое товарищество ""Соколянка""",Витебская обл.,Толочинский р-н,гп Коханово,"54,44908952950","30,00229477760"
"72428,00000000000",Толочинская Криничка,Витебская обл.,Толочинский р-н,д. Каменное Кривое,"54,33870755570","29,79639936890"
"72429,00000000000",Рябинка-Кисели,Витебская обл.,Толочинский р-н,д. Кисели,"54,49425745520","30,04994423480"
"72041,00000000000","""Приозерное"" Сенненского района",Витебская обл.,Сенненский р-н,г. Сенно,"54,80820180210","29,66405526680"
"72043,00000000000","""Серокаротнянка""",Витебская обл.,Сенненский р-н,д. Коленьки,"54,82550234080","30,22472338530"
"72044,00000000000","""Озерное-Ходцы""",Витебская обл.,Сенненский р-н,д. Липно,"54,95627415690","29,84750255160"
"72464,00000000000","""Дружба"" Ушачского района",Витебская обл.,Ушачский р-н,д. Сержаны,"55,11538683240","28,55647475710"
"92991,00000000000","""Веснянка"" Миорского района",Витебская обл.,Миорский р-н,д. Игнатики,"55,61447995770","27,57530060790"
"70248,00000000000","""Ремонтник Лепельского района""",Витебская обл.,Лепельский р-н,д. Звезда,"54,91896054930","28,52260901730"
"70249,00000000000","""Восточное""",Витебская обл.,Лепельский р-н,д. Глыбочица,"54,88035109410","28,75947214440"
"70251,00000000000","""Боровинка""",Витебская обл.,Лепельский р-н,д. Боровно,"54,88778279790","28,76456057760"
"71615,00000000000",Авиатор,Витебская обл.,Полоцкий р-н,д. Артейковичи,"55,61614124900","28,71363964590"
"71704,00000000000",Бездедовичи-2,Витебская обл.,Полоцкий р-н,д. Жевново,"55,47698693360","28,42129366570"
"71660,00000000000","""Березка"" Полоцкого района",Витебская обл.,Полоцкий р-н,д. Секеровщина,"55,52070898040","28,87809340410"
"71603,00000000000",БытовикПлюс,Витебская обл.,Полоцкий р-н,д. Рудня,"55,62026786570","28,75246846060"
"71654,00000000000","""Весенний аист"" Полоцкого района",Витебская обл.,Полоцкий р-н,г. Полоцк,"55,50733852290","28,79284839370"
"72625,00000000000","""Весна"" при Нефтепроводе ""Дружба""",Витебская обл.,Полоцкий р-н,д. Козьи Горки,"55,60997421130","28,78826806710"
"71656,00000000000","""Вишенка Полоцкого района""",Витебская обл.,Полоцкий р-н,г. Полоцк,"55,50744734970","28,79770816130"
"71608,00000000000",Гвардеец Полоцкого района,Витебская обл.,Полоцкий р-н,д. Артейковичи,"55,62410905180","28,73520242220"
"71625,00000000000",Дружба,Витебская обл.,Полоцкий р-н,д. Махирово,"55,57602940340","28,53632765020"
"71670,00000000000","""Железнодорожник"" при дирекции по обслуживанию па*",Витебская обл.,Полоцкий р-н,д. Бецкое,"55,40775780760","28,75164990950"
"82891,00000000000","""Журавинка"" дер.Бецкое",Витебская обл.,Полоцкий р-н,д. Бецкое,"55,40472998820","28,76777103020"
"82900,00000000000","""Зайково""",Витебская обл.,Полоцкий р-н,д. Фариново,"55,43161141940","28,57202170650"
"71696,00000000000","""Заскорки-1""",Витебская обл.,Полоцкий р-н,д. Заскорки,"55,37538738750","28,64091641010"
"71639,00000000000",Звездочка,Витебская обл.,Полоцкий р-н,д. Гендики,"55,57166549960","28,80481481740"
"71665,00000000000","""Ивушка"" Полоцкого района",Витебская обл.,Полоцкий р-н,д. Секеровщина,"55,51883801220","28,87797207490"
"85593,00000000000","""Искорка"" Полоцкого района",Витебская обл.,Полоцкий р-н,д. Заскорки,"55,37712827920","28,63282497200"
"71672,00000000000","""Казимирово"" Новополоцкого завода белково-витамин*",Витебская обл.,Полоцкий р-н,д. Казимирово,"55,45205412270","28,89047636360"
"71680,00000000000",Клубничка,Витебская обл.,Полоцкий р-н,г. Полоцк,"55,45252949010","28,70380006030"
"71659,00000000000","""Колос Полоцкого района""",Витебская обл.,Полоцкий р-н,г. Полоцк,"55,50483123070","28,80277580340"
"82895,00000000000",Ладога,Витебская обл.,Полоцкий р-н,д. Коповище,"55,60927156760","28,89909323880"
"82887,00000000000",Лесовод,Витебская обл.,Полоцкий р-н,д. Булавки,"55,58171337930","28,75388843170"
"71686,00000000000","""Луч-92""",Витебская обл.,Полоцкий р-н,г. Полоцк,"55,50990162380","28,81121772020"
"71675,00000000000","""Медвежий угол"" при в/ч 32404",Витебская обл.,Полоцкий р-н,д. Шелково,"55,41929078630","28,87917223660"
"71658,00000000000","""Медик-2""",Витебская обл.,Полоцкий р-н,г. Полоцк,"55,50811288510","28,79968638780"
"71633,00000000000","""Мелиоратор Полоцкого района""",Витебская обл.,Полоцкий р-н,д. Гендики,"55,56725910470","28,80163931990"
"71630,00000000000","""Металлист"" ОАО ""Технолит-Полоцк""",Витебская обл.,Полоцкий р-н,д. Гендики,"55,56304479510","28,78998613500"
"71612,00000000000",Микробиолог,Витебская обл.,Полоцкий р-н,д. Рудня,"55,62025843740","28,74058557070"
"71605,00000000000","""Мир"" Полоцкого района",Витебская обл.,Полоцкий р-н,д. Рудня,"55,61666527300","28,75412347490"
"71651,00000000000",Надежда,Витебская обл.,Полоцкий р-н,д. Молодёжки,"55,59139575000","28,86511830140"
"71669,00000000000",Надежда д.Бецкое,Витебская обл.,Полоцкий р-н,д. Бецкое,"55,40434644520","28,75803558860"
"71622,00000000000","""Нефтяник-3"" Полоцкий район",Витебская обл.,Полоцкий р-н,д. Махирово,"55,57835171540","28,55811118720"
"71602,00000000000","""Нефтяник-4""",Витебская обл.,Полоцкий р-н,д. Артейковичи,"55,62935052870","28,74532992090"
"82910,00000000000","""Озерное-Дахнары""",Витебская обл.,Полоцкий р-н,д. Рудня,"55,61531783730","28,73889145380"
"71613,00000000000",Осень,Витебская обл.,Полоцкий р-н,д. Рудня,"55,61868269540","28,74741326440"
"71627,00000000000","""Политехник Полоцкого района""",Витебская обл.,Полоцкий р-н,г. Полоцк,"55,55451379370","28,78184196980"
"71687,00000000000","""Радуга"" Полоцкого района",Витебская обл.,Полоцкий р-н,г. Полоцк,"55,51584574860","28,80385214490"
"71692,00000000000","""Ремонтник"" при арендном предприятии ""Ремонтник""",Витебская обл.,Полоцкий р-н,д. Гирсино,"55,58615954330","28,90528707480"
"71642,00000000000","""Росинка"" при ПТУ-2",Витебская обл.,Полоцкий р-н,д. Козьи Горки,"55,60686049420","28,80666754800"
"71614,00000000000",Рудня,Витебская обл.,Полоцкий р-н,д. Рудня,"55,61418047750","28,74541679620"
"72682,00000000000","""Ручеек д.Залесье""",Витебская обл.,Полоцкий р-н,д. Залесье,"55,59186691830","28,92090145640"
